Date,Strike,Expiry,OptionType,OI,Volume,SettlementPrice
2024-04-12,23400.0,2024-05-30,CE,102900,2575,111.4
2024-04-12,20650.0,2024-04-18,PE,20750,3485,0.85
2024-04-12,22950.0,2024-04-25,CE,205550,19599,53.85
2024-04-12,22950.0,2024-05-09,PE,0,0,531.1
2024-04-12,21650.0,2024-04-25,PE,122100,11609,13.5
2024-04-12,21650.0,2024-06-27,PE,2900,1,164.55
2024-04-12,22950.0,2024-05-16,CE,0,0,275.05
2024-04-12,22950.0,2024-05-30,CE,37250,1111,263.1
2024-04-12,22950.0,2024-05-09,CE,0,0,220.7
2024-04-12,21650.0,2024-05-02,PE,700,13,24.6
2024-04-12,21850.0,2024-05-30,CE,200,1,988.45
2024-04-12,21850.0,2024-05-09,PE,0,0,86.7
2024-04-12,21850.0,2024-05-02,PE,0,0,61.25
2024-04-12,21850.0,2024-05-30,PE,10200,223,100.8
2024-04-12,21700.0,2024-04-25,PE,1377350,55992,15.4
2024-04-12,21700.0,2024-05-30,PE,333700,5931,81.3
2024-04-12,21700.0,2024-05-16,CE,0,0,1047.85
2024-04-12,21700.0,2024-05-09,CE,0,0,995.0
2024-04-12,22350.0,2024-05-09,CE,50,1,511.65
2024-04-12,21950.0,2024-04-25,PE,306700,16724,31.1
2024-04-12,22350.0,2024-05-02,CE,100,0,446.65
2024-04-12,22350.0,2024-04-18,PE,1251150,571316,44.2
2024-04-12,22350.0,2024-06-27,PE,1200,0,365.35
2024-04-12,22350.0,2024-05-09,PE,100,0,225.2
2024-04-12,21950.0,2024-04-25,CE,9500,11,672.1
2024-04-12,21950.0,2024-05-30,PE,14150,178,116.65
2024-04-12,24350.0,2024-05-30,PE,0,0,1652.2
2024-04-12,24350.0,2024-04-18,PE,0,0,1802.2
2024-04-12,21300.0,2024-05-16,PE,0,0,33.85
2024-04-12,21300.0,2024-05-16,CE,0,0,1397.6
2024-04-12,21300.0,2024-05-09,CE,0,0,1353.25
2024-04-12,21300.0,2024-04-25,CE,28000,12,1276.7
2024-04-12,21300.0,2024-06-27,CE,300,0,1643.45
2024-04-12,21300.0,2024-05-30,CE,300,0,1480.85
2024-04-12,21300.0,2024-04-25,PE,344950,13696,6.2
2024-04-12,21300.0,2024-05-30,PE,226350,1784,41.95
2024-04-12,23000.0,2024-05-30,CE,816500,20993,241.7
2024-04-12,23550.0,2024-05-30,PE,1750,8,985.8
2024-04-12,23000.0,2024-04-25,CE,3607800,181288,43.7
2024-04-12,23000.0,2026-12-31,PE,7000,6,950.0
2024-04-12,23550.0,2024-05-02,CE,0,0,42.65
2024-04-12,23000.0,2028-12-28,CE,0,0,6684.25
2024-04-12,23550.0,2024-05-16,PE,0,0,979.7
2024-04-12,23000.0,2027-12-30,PE,0,0,551.6
2024-04-12,23000.0,2024-04-25,PE,985850,38573,438.1
2024-04-12,23000.0,2024-12-26,CE,215500,690,1328.75
