Date,Strike,Expiry,OptionType,OI,Volume,SettlementPrice
2024-01-08,19500.0,2024-02-29,PE,371600,1052,21.05
2024-01-08,19500.0,2025-12-24,CE,1250,0,4567.25
2024-01-08,21100.0,2024-02-08,CE,0,0,641.35
2024-01-08,21100.0,2024-01-11,CE,86600,1789,431.9
2024-01-08,21100.0,2024-01-25,PE,1070600,21935,87.4
2024-01-08,21100.0,2024-03-28,PE,11100,95,270.65
2024-01-08,21100.0,2024-01-18,CE,8950,75,500.5
2024-01-08,21100.0,2024-02-01,PE,15050,65,122.3
2024-01-08,21350.0,2024-01-18,CE,7950,181,297.85
2024-01-08,21350.0,2024-01-25,CE,59750,1462,377.55
2024-01-08,21350.0,2024-01-25,PE,138450,5945,150.4
2024-01-08,21350.0,2024-03-28,PE,350,4,330.6
2024-01-08,21350.0,2024-01-18,PE,139050,19208,95.6
2024-01-08,15000.0,2024-12-26,PE,28300,0,0.1
2024-01-08,20100.0,2024-02-29,CE,100,2,1623.85
2024-01-08,20100.0,2024-01-18,CE,0,0,1450.15
2024-01-08,20100.0,2024-01-18,PE,0,0,0.05
2024-01-08,20100.0,2024-02-01,CE,0,0,1504.35
2024-01-08,20100.0,2024-01-11,CE,1200,0,1424.15
2024-01-08,20850.0,2024-01-18,PE,47150,6276,18.65
2024-01-08,20850.0,2024-01-18,CE,0,0,710.7
2024-01-08,20850.0,2024-01-11,PE,815700,124297,1.9
2024-01-08,19450.0,2024-01-11,CE,100,0,2073.8
2024-01-08,22700.0,2024-02-08,CE,0,0,32.6
2024-01-08,22700.0,2024-03-28,PE,1800,23,1040.0
2024-01-08,22700.0,2024-03-28,CE,2700,102,213.0
2024-01-08,14000.0,2025-06-26,PE,675,0,0.1
2024-01-08,14000.0,2024-06-27,PE,7275,5,0.05
2024-01-08,14000.0,2024-03-28,CE,324600,119,7619.05
2024-01-08,14000.0,2024-12-26,PE,3300,0,0.05
2024-01-08,14000.0,2026-06-25,PE,100,0,0.8
2024-01-08,23450.0,2024-01-11,PE,0,0,1924.0
2024-01-08,23450.0,2024-02-08,CE,600,13,14.2
2024-01-08,23450.0,2024-02-29,CE,17250,1011,21.95
2024-01-08,23450.0,2024-03-28,CE,600,12,76.45
2024-01-08,18550.0,2024-01-25,CE,0,0,3021.25
2024-01-08,22150.0,2024-03-28,CE,600,0,355.4
2024-01-08,22150.0,2024-01-11,CE,1947600,655029,3.5
2024-01-08,22150.0,2024-01-25,PE,34600,64,606.2
2024-01-08,22150.0,2024-03-28,PE,50,0,667.1
2024-01-08,22150.0,2024-01-18,PE,3000,46,602.0
2024-01-08,22150.0,2024-02-01,PE,0,0,622.95
2024-01-08,22150.0,2024-02-08,PE,0,0,629.8
2024-01-08,22150.0,2024-01-18,CE,112200,17228,18.05
2024-01-08,20350.0,2024-02-08,PE,0,0,13.05
2024-01-08,23350.0,2024-01-11,PE,0,0,1824.05
2024-01-08,23350.0,2024-03-28,PE,0,0,1570.05
2024-01-08,19650.0,2024-01-25,PE,11800,135,6.05
2024-01-08,26000.0,2027-12-30,CE,0,0,2934.2
2024-01-08,19650.0,2024-01-18,CE,0,0,1899.3
2024-01-08,19650.0,2024-02-29,CE,0,0,2056.15
2024-01-08,26000.0,2028-12-28,PE,0,0,1016.8
2024-01-08,26000.0,2024-06-27,PE,0,0,3700.25
2024-01-08,26000.0,2024-03-28,CE,139000,452,11.95
2024-01-08,19550.0,2024-02-29,PE,100,0,3.7
2024-01-08,21800.0,2024-02-08,PE,0,0,395.55
2024-01-08,21800.0,2024-02-08,CE,1100,6,233.15
2024-01-08,21800.0,2024-01-18,CE,642350,77684,76.15
2024-01-08,20050.0,2024-02-29,CE,0,0,1671.1
2024-01-08,20050.0,2024-01-11,CE,1800,3,1474.1
2024-01-08,20050.0,2024-01-18,CE,250,5,1500.05
2024-01-08,20050.0,2024-02-29,PE,2400,0,16.2
2024-01-08,12000.0,2026-12-31,PE,600,0,0.1
2024-01-08,12000.0,2026-06-25,CE,50,0,11351.05
2024-01-08,16000.0,2024-12-26,PE,13400,0,0.85
2024-01-08,16000.0,2025-12-24,PE,2550,0,6.0
2024-01-08,17450.0,2024-01-25,CE,0,0,4117.75
2024-01-08,22450.0,2024-01-11,CE,782850,192596,1.9
2024-01-08,22300.0,2024-01-18,CE,242650,25822,10.0
2024-01-08,22450.0,2024-01-11,PE,50,3,924.55
2024-01-08,22450.0,2024-02-01,PE,0,0,875.0
2024-01-08,19850.0,2024-01-25,PE,15750,1191,7.55
2024-01-08,22450.0,2024-02-08,PE,0,0,869.8
2024-01-08,19850.0,2024-01-11,PE,27950,3944,0.65
2024-01-08,22450.0,2024-02-08,CE,0,0,61.15
2024-01-08,19850.0,2024-01-25,CE,2200,1,1725.4
2024-01-08,22450.0,2024-01-18,PE,0,0,899.2
2024-01-08,19850.0,2024-02-01,CE,50,0,1751.6
2024-01-08,22300.0,2024-01-11,PE,19300,1405,780.05
2024-01-08,22450.0,2024-01-25,PE,18850,7,882.45
2024-01-08,22450.0,2024-01-25,CE,116750,9491,17.7
2024-01-08,20700.0,2024-02-08,CE,0,0,970.15
2024-01-08,20700.0,2024-01-11,CE,9550,146,825.4
2024-01-08,20700.0,2024-01-18,PE,226650,12097,11.3
2024-01-08,20700.0,2024-02-01,CE,0,0,930.7
2024-01-08,20700.0,2024-02-08,PE,200,3,70.0
2024-01-08,20700.0,2024-03-28,PE,29400,311,171.95
2024-01-08,20700.0,2024-03-28,CE,150,5,1231.2
2024-01-08,20700.0,2024-01-25,PE,649350,20372,34.15
2024-01-08,20700.0,2024-02-29,PE,119750,2955,108.25
2024-01-08,20700.0,2024-01-25,CE,72100,70,902.6
2024-01-08,20700.0,2024-01-18,CE,350,5,854.95
2024-01-08,20700.0,2024-02-01,PE,22800,322,53.65
2024-01-08,20700.0,2024-01-11,PE,1745500,220379,1.35
2024-01-08,20700.0,2024-02-29,CE,2000,11,1121.45
2024-01-08,20950.0,2024-01-25,CE,6500,15,688.7
2024-01-08,20250.0,2024-01-11,CE,0,0,1274.25
2024-01-08,20250.0,2024-02-01,CE,0,0,1357.3
2024-01-08,20950.0,2024-01-25,PE,109400,3775,60.6
2024-01-08,20950.0,2024-02-08,CE,0,0,758.2
2024-01-08,19050.0,2024-02-29,PE,0,0,0.6
2024-01-08,21700.0,2024-02-08,CE,2700,28,305.85
2024-01-08,21700.0,2024-01-25,CE,1729150,101201,180.3
2024-01-08,21700.0,2024-03-28,PE,9300,222,473.15
2024-01-08,22200.0,2024-02-29,CE,82900,1679,210.15
2024-01-08,22200.0,2024-02-01,CE,11000,345,80.05
2024-01-08,22200.0,2024-01-25,PE,96050,1555,652.8
2024-01-08,19650.0,2024-01-25,CE,300,0,1924.7
2024-01-08,26000.0,2027-12-30,PE,0,0,1298.45
2024-01-08,26000.0,2024-03-28,PE,4950,0,4105.6
2024-01-08,26000.0,2026-12-31,CE,0,0,1930.0
2024-01-08,26000.0,2024-12-26,PE,0,0,3060.4
2024-01-08,19650.0,2024-02-29,PE,0,0,5.1
2024-01-08,19650.0,2024-01-11,PE,44200,4002,0.6
2024-01-08,26000.0,2025-06-26,PE,0,0,2590.85
2024-01-08,26000.0,2025-12-24,CE,0,0,965.4
2024-01-08,26000.0,2028-06-29,PE,0,0,1147.65
2024-01-08,18300.0,2024-01-25,PE,51600,281,3.5
2024-01-08,20750.0,2024-03-28,CE,150,1,1265.05
2024-01-08,20750.0,2024-01-18,PE,35050,3317,13.2
2024-01-08,20750.0,2024-02-01,PE,750,10,30.75
2024-01-08,23300.0,2024-01-11,CE,2568400,283739,1.15
2024-01-08,23300.0,2024-02-08,CE,0,0,5.55
2024-01-08,23300.0,2024-03-28,CE,15300,330,94.25
2024-01-08,23300.0,2024-02-29,PE,600,2,1550.45
2024-01-08,23300.0,2024-02-29,CE,99300,2989,28.1
2024-01-08,23300.0,2024-01-18,CE,92350,1631,2.35
2024-01-08,23300.0,2024-02-08,PE,0,0,1659.35
2024-01-08,23300.0,2024-01-18,PE,0,0,1743.95
