Date,Strike,Expiry,OptionType,OI,Volume,SettlementPrice
2024-04-25,21200.0,2024-05-09,CE,550,11,1426.65
2024-04-25,21200.0,2024-05-23,PE,0,0,15.55
2024-04-25,23900.0,2024-05-30,PE,700,5,1229.45
2024-04-25,21200.0,2024-05-09,PE,38700,2322,9.6
2024-04-25,23900.0,2024-05-23,PE,0,0,1242.55
2024-04-25,23900.0,2024-04-25,PE,2600,26,22570.35
2024-04-25,23900.0,2024-05-23,CE,1150,6,41.8
2024-04-25,23900.0,2024-05-02,CE,163800,11097,1.15
2024-04-25,23900.0,2024-05-30,CE,110550,5193,23.2
2024-04-25,23900.0,2024-05-09,CE,11100,343,3.7
2024-04-25,21200.0,2024-04-25,CE,13450,339,22570.35
2024-04-25,21200.0,2024-06-27,PE,175350,1150,122.1
2024-04-25,21200.0,2024-05-23,CE,0,0,1500.25
2024-04-25,23900.0,2024-05-02,PE,150,3,1297.7
2024-04-25,23900.0,2024-06-27,CE,25500,227,128.6
2024-04-25,21200.0,2024-05-02,PE,1286450,91455,3.85
2024-04-25,23900.0,2024-05-09,PE,250,7,1237.15
2024-04-25,21200.0,2024-05-02,CE,2250,33,1392.7
2024-04-25,21200.0,2024-05-16,CE,0,0,1463.8
2024-04-25,21200.0,2024-05-16,PE,0,0,7.6
2024-04-25,21200.0,2024-06-27,CE,500,3,1659.65
2024-04-25,21200.0,2024-05-30,CE,13400,103,1473.05
2024-04-25,23900.0,2024-05-16,CE,950,23,11.1
2024-04-25,21200.0,2024-05-30,PE,1079000,20996,32.85
2024-04-25,23900.0,2024-04-25,CE,481000,30960,22570.35
2024-04-25,24350.0,2024-05-30,CE,1600,35,12.85
2024-04-25,16000.0,2027-06-24,PE,0,0,18.15
2024-04-25,22300.0,2024-05-23,CE,4250,70,501.75
2024-04-25,22300.0,2024-05-16,CE,6900,530,444.1
2024-04-25,22300.0,2024-05-30,CE,376050,16971,543.7
2024-04-25,22450.0,2024-06-27,PE,5050,109,399.65
2024-04-25,22300.0,2024-05-09,CE,95050,10061,403.25
2024-04-25,22300.0,2024-06-27,CE,35750,557,807.8
2024-04-25,22300.0,2024-05-09,PE,260250,20581,100.95
2024-04-25,22300.0,2024-06-27,PE,123150,2202,354.05
2024-04-25,22300.0,2024-04-25,CE,3777900,2863492,22570.35
2024-04-25,22450.0,2024-05-30,PE,60100,3320,241.1
2024-04-25,22450.0,2024-05-16,CE,2700,303,346.05
2024-04-25,22300.0,2024-05-02,PE,2768900,476485,52.85
2024-04-25,22300.0,2024-05-16,PE,26850,1166,141.05
2024-04-25,22300.0,2024-05-23,PE,24550,568,171.75
2024-04-25,24500.0,2024-04-25,CE,2758600,98450,22570.35
2024-04-25,22100.0,2024-05-02,CE,173550,9958,511.25
2024-04-25,22100.0,2024-05-23,CE,1100,3,622.3
2024-04-25,22100.0,2024-05-16,CE,3350,38,606.95
2024-04-25,24500.0,2024-05-02,PE,600,16,1913.85
2024-04-25,24500.0,2024-04-25,PE,4600,66,22570.35
2024-04-25,24500.0,2024-05-30,PE,292550,3645,1826.1
2024-04-25,22100.0,2024-05-30,CE,185450,2447,688.0
2024-04-25,24500.0,2024-06-27,PE,150,3,1697.75
2024-04-25,22100.0,2024-05-23,PE,2900,58,119.7
2024-04-25,22550.0,2024-06-27,PE,8250,279,438.0
2024-04-25,22800.0,2024-05-23,PE,0,0,414.8
2024-04-25,22800.0,2024-04-25,CE,14163650,12379721,22570.35
2024-04-25,22550.0,2024-05-09,PE,36500,3080,180.15
2024-04-25,22800.0,2024-06-27,PE,28450,333,545.2
2024-04-25,22800.0,2024-05-30,PE,210050,5376,397.35
2024-04-25,22550.0,2024-05-30,PE,109350,3382,281.05
2024-04-25,22550.0,2024-04-25,CE,15669550,14924933,22570.35
2024-04-25,13000.0,2026-06-25,PE,200,0,0.35
2024-04-25,23650.0,2024-05-16,PE,0,0,1025.2
2024-04-25,23650.0,2024-05-23,PE,0,0,1023.15
2024-04-25,23650.0,2024-05-09,PE,500,10,1016.4
2024-04-25,23650.0,2024-05-09,CE,3300,78,7.8
2024-04-25,23650.0,2024-06-27,CE,1750,0,241.75
2024-04-25,23650.0,2024-05-30,PE,1150,2,1018.75
2024-04-25,13000.0,2026-12-31,PE,200,0,0.75
2024-04-25,13000.0,2025-12-24,PE,150,0,0.1
2024-04-25,23650.0,2024-05-23,CE,0,0,71.05
2024-04-25,23650.0,2024-05-02,CE,99100,7952,1.6
2024-04-25,23650.0,2024-05-02,PE,150,3,1049.5
2024-04-25,23650.0,2024-05-16,CE,150,21,12.8
2024-04-25,23650.0,2024-06-27,PE,350,4,1024.85
2024-04-25,23650.0,2024-04-25,CE,186850,28215,22570.35
2024-04-25,23650.0,2024-05-30,CE,16450,1203,35.15
2024-04-25,23650.0,2024-04-25,PE,1200,15,22570.35
2024-04-25,25000.0,2024-09-26,PE,0,0,1949.25
2024-04-25,27000.0,2025-12-24,CE,0,0,1130.0
2024-04-25,27000.0,2027-06-24,PE,0,0,1708.7
2024-04-25,27000.0,2026-12-31,PE,0,0,1910.35
2024-04-25,27000.0,2025-03-27,PE,0,0,3059.5
2024-04-25,27000.0,2026-06-25,PE,0,0,2166.05
2024-04-25,27000.0,2028-12-28,CE,0,0,4616.15
2024-04-25,27000.0,2025-12-24,PE,0,0,2464.25
2024-04-25,27000.0,2028-06-29,CE,0,0,4042.3
2024-04-25,27000.0,2028-06-29,PE,0,0,1362.0
2024-04-25,27000.0,2024-12-26,CE,71250,112,76.9
2024-04-25,27000.0,2024-09-26,PE,0,0,3663.7
2024-04-25,27000.0,2025-06-26,PE,0,0,2833.15
2024-04-25,27000.0,2025-06-26,CE,0,0,616.5
2024-04-25,24100.0,2024-04-25,PE,2100,7,22570.35
2024-04-25,24100.0,2024-05-16,PE,0,0,1444.0
2024-04-25,24100.0,2024-04-25,CE,125800,8712,22570.35
2024-04-25,21700.0,2024-04-25,PE,3499550,1452467,22570.35
2024-04-25,21700.0,2024-05-30,PE,875850,18754,74.5
2024-04-25,21700.0,2024-05-16,CE,0,0,996.1
2024-04-25,21700.0,2024-05-09,CE,2650,44,947.5
2024-04-25,22750.0,2024-05-23,CE,700,7,220.0
2024-04-25,22200.0,2024-05-02,PE,1806000,290816,36.8
2024-04-25,23700.0,2024-05-09,CE,20050,836,5.1
2024-04-25,23700.0,2024-04-25,CE,524500,38535,22570.35
2024-04-25,21500.0,2024-05-30,PE,2347800,61333,55.05
2024-04-25,23750.0,2024-05-02,CE,39450,3055,1.35
2024-04-25,21500.0,2024-05-09,CE,3350,88,1109.45
2024-04-25,21000.0,2024-05-09,PE,201500,6760,8.45
2024-04-25,21000.0,2028-06-29,PE,0,0,256.1
2024-04-25,21000.0,2025-03-27,CE,0,0,3173.5
2024-04-25,21000.0,2024-09-26,CE,100,0,2344.7
2024-04-25,21000.0,2024-05-09,CE,1400,46,1581.35
2024-04-25,21000.0,2024-05-23,PE,15850,368,19.25
2024-04-25,21000.0,2025-06-26,CE,0,0,3554.15
2024-04-25,19000.0,2024-12-26,CE,76850,9,4507.85
2024-04-25,19000.0,2028-12-28,PE,0,0,109.95
2024-04-25,19000.0,2024-09-26,CE,0,0,4157.4
2024-04-25,19000.0,2027-12-30,PE,750,0,115.2
2024-04-25,19000.0,2025-12-24,CE,3200,0,5835.45
2024-04-25,19000.0,2027-12-30,CE,0,0,8169.25
2024-04-25,19000.0,2025-06-26,PE,600050,0,62.35
2024-04-25,19000.0,2028-06-29,CE,0,0,8687.0
2024-04-25,19000.0,2027-06-24,CE,100,0,7608.8
2024-04-25,19000.0,2028-06-29,PE,0,0,113.3
2024-04-25,19000.0,2025-03-27,CE,0,0,4852.9
2024-04-25,19000.0,2025-03-27,PE,0,0,46.1
2024-04-25,19000.0,2028-12-28,CE,0,0,9184.6
2024-04-25,19000.0,2024-06-27,CE,430050,465,3703.6
2024-04-25,22800.0,2024-05-02,CE,2506950,440541,45.95
2024-04-25,22550.0,2024-05-09,CE,27450,4446,228.35
2024-04-25,22550.0,2024-05-16,PE,1150,39,227.9
2024-04-25,22550.0,2024-05-23,PE,200,8,272.95
2024-04-25,22550.0,2024-05-16,CE,900,48,288.8
2024-04-25,22800.0,2024-05-23,CE,500,31,205.5
2024-04-25,20700.0,2024-05-16,PE,0,0,1.0
2024-04-25,20700.0,2024-06-27,PE,234200,430,74.45
2024-04-25,20700.0,2024-05-09,PE,10450,0,0.15
2024-04-25,20700.0,2024-05-02,PE,236850,12534,2.45
2024-04-25,20700.0,2024-06-27,CE,200,1,2111.7
2024-04-25,20700.0,2024-05-30,CE,6100,59,1924.4
2024-04-25,20700.0,2024-04-25,CE,13150,282,22570.35
2024-04-25,20700.0,2024-04-25,PE,295300,36415,22570.35
2024-04-25,20700.0,2024-05-09,CE,200,4,1918.8
2024-04-25,20700.0,2024-05-23,CE,0,0,1985.1
2024-04-25,20700.0,2024-05-23,PE,0,0,3.1
2024-04-25,20700.0,2024-05-30,PE,125050,7829,15.85
2024-04-25,20700.0,2024-05-02,CE,3800,57,1882.6
2024-04-25,20700.0,2024-05-16,CE,0,0,1955.15
2024-04-25,20250.0,2024-05-30,PE,42750,1146,7.75
2024-04-25,22650.0,2024-06-27,CE,4350,50,583.8
2024-04-25,22650.0,2024-04-25,CE,12373300,20918662,22570.35
2024-04-25,22650.0,2024-05-23,CE,50,2,283.3
2024-04-25,22650.0,2024-05-30,PE,69450,1685,324.95
2024-04-25,27000.0,2026-06-25,CE,0,0,1692.1
2024-04-25,27000.0,2024-09-26,CE,0,0,54.1
2024-04-25,27000.0,2027-06-24,CE,0,0,2854.85
2024-04-25,27000.0,2024-06-27,CE,114600,673,10.65
2024-04-25,27000.0,2024-12-26,PE,100,0,3329.25
2024-04-25,27000.0,2027-12-30,PE,0,0,1520.2
2024-04-25,27000.0,2025-03-27,CE,0,0,386.95
2024-04-25,24000.0,2027-06-24,PE,0,0,800.2
