Date,Strike,Expiry,OptionType,OI,Volume,SettlementPrice
2024-02-20,19500.0,2024-02-29,PE,723150,3757,2.35
2024-02-20,19500.0,2025-12-24,CE,1300,0,5072.55
2024-02-20,21100.0,2024-03-28,PE,121750,1948,82.25
2024-02-20,21100.0,2024-03-07,CE,0,0,1163.2
2024-02-20,21100.0,2024-03-14,CE,0,0,1196.9
2024-02-20,21100.0,2024-03-21,CE,0,0,1232.15
2024-02-20,21100.0,2024-02-22,PE,2060500,225663,2.15
2024-02-20,21950.0,2024-04-25,PE,700,1,246.95
2024-02-20,22350.0,2024-03-07,CE,11250,680,236.85
2024-02-20,21950.0,2024-03-14,CE,50,0,476.1
2024-02-20,22350.0,2024-02-29,CE,207350,21098,139.25
2024-02-20,21950.0,2024-04-25,CE,2800,23,874.25
2024-02-20,21950.0,2024-03-28,PE,13150,230,251.8
2024-02-20,22350.0,2024-03-07,PE,500,7,317.45
2024-02-20,21950.0,2024-02-29,PE,227150,14312,105.5
2024-02-20,22350.0,2024-03-14,PE,0,0,305.55
2024-02-20,21950.0,2024-03-21,CE,0,0,529.85
2024-02-20,22350.0,2024-03-14,CE,100,0,247.4
2024-02-20,21950.0,2024-02-29,CE,101850,4292,373.95
2024-02-20,21950.0,2024-03-28,CE,13650,84,660.5
2024-02-20,22350.0,2024-04-25,CE,250,6,629.25
2024-02-20,22350.0,2024-03-21,PE,0,0,329.35
2024-02-20,21950.0,2024-03-21,PE,0,0,161.45
2024-02-20,21950.0,2024-03-07,PE,11050,417,160.65
2024-02-20,22350.0,2024-02-22,CE,1696600,1009776,41.75
2024-02-20,21950.0,2024-02-22,CE,292300,194556,273.8
2024-02-20,22800.0,2024-03-21,CE,100,3,166.65
2024-02-20,22550.0,2024-04-25,CE,50,0,422.75
2024-02-20,22800.0,2024-02-29,PE,20600,114,604.2
2024-02-20,22550.0,2024-02-29,CE,129350,16630,71.15
2024-02-20,22550.0,2024-02-22,CE,3128200,1097456,7.2
2024-02-20,22800.0,2024-03-14,CE,12500,54,127.55
2024-02-20,21900.0,2024-02-29,PE,1449800,64698,92.8
2024-02-20,21900.0,2024-03-14,PE,7350,141,186.8
2024-02-20,14000.0,2025-06-26,PE,675,0,0.05
2024-02-20,14000.0,2024-03-28,CE,322100,3,8251.8
2024-02-20,14000.0,2024-12-26,PE,3300,0,0.05
2024-02-20,14000.0,2026-06-25,PE,100,0,0.45
2024-02-20,14000.0,2024-03-28,PE,138150,9,2.5
2024-02-20,23450.0,2024-04-25,CE,100,0,137.1
2024-02-20,23450.0,2024-02-29,CE,93800,1961,2.75
2024-02-20,22150.0,2024-02-22,CE,2657150,2258371,130.4
2024-02-20,22150.0,2024-04-25,CE,350,22,737.15
2024-02-20,22150.0,2024-04-25,PE,100,2,320.15
2024-02-20,22150.0,2024-03-14,PE,5100,39,209.5
2024-02-20,22150.0,2024-03-28,CE,16950,422,534.65
2024-02-20,22150.0,2024-03-28,PE,20750,730,323.2
2024-02-20,22150.0,2024-03-07,PE,21000,2004,226.1
2024-02-20,22150.0,2024-03-14,CE,6500,67,420.1
2024-02-20,22150.0,2024-03-21,PE,100,1,235.55
2024-02-20,22150.0,2024-03-21,CE,0,0,405.05
2024-02-20,20350.0,2024-04-25,CE,0,0,2102.5
2024-02-20,20250.0,2024-03-21,PE,0,0,0.7
2024-02-20,20950.0,2024-02-22,CE,700,10,1254.7
2024-02-20,20250.0,2024-03-28,PE,100,0,1.65
2024-02-20,20250.0,2024-02-29,CE,550,4,1980.65
2024-02-20,20250.0,2024-03-07,PE,2600,0,0.05
2024-02-20,23250.0,2024-04-25,CE,50,0,181.05
2024-02-20,20150.0,2024-03-28,PE,2000,0,1.1
2024-02-20,23250.0,2024-02-22,PE,0,0,1044.45
2024-02-20,22600.0,2024-03-14,PE,0,0,457.25
2024-02-20,22600.0,2024-03-14,CE,2500,7,194.7
2024-02-20,22600.0,2024-03-21,PE,0,0,474.45
2024-02-20,20150.0,2024-03-21,PE,0,0,0.45
2024-02-20,23250.0,2024-02-29,CE,98150,5435,4.25
2024-02-20,22600.0,2024-02-29,CE,1334000,74506,57.95
2024-02-20,23250.0,2024-03-21,PE,0,0,974.35
2024-02-20,20150.0,2024-03-21,CE,0,0,2158.85
2024-02-20,22600.0,2024-04-25,PE,0,0,533.4
2024-02-20,20150.0,2024-03-14,CE,100,0,2132.55
2024-02-20,20900.0,2024-04-25,CE,0,0,1589.25
2024-02-20,20900.0,2024-03-14,PE,0,0,4.65
2024-02-20,20900.0,2024-02-22,CE,3200,6,1304.7
2024-02-20,23350.0,2024-02-29,PE,200,0,1115.05
2024-02-20,23350.0,2024-03-07,PE,0,0,1091.65
2024-02-20,26000.0,2024-12-26,PE,800,6,2775.0
2024-02-20,19650.0,2024-02-29,PE,8600,7,0.05
2024-02-20,19650.0,2024-04-25,PE,0,0,1.8
2024-02-20,19650.0,2024-03-28,PE,1350,0,0.1
2024-02-20,22950.0,2024-04-25,CE,0,0,266.55
2024-02-20,21650.0,2024-04-25,PE,1400,0,160.45
2024-02-20,22950.0,2024-03-14,CE,250,5,84.05
2024-02-20,22950.0,2024-02-29,CE,222550,10510,13.85
2024-02-20,21650.0,2024-02-29,PE,202150,10267,47.3
2024-02-20,21650.0,2024-03-07,CE,4150,2,651.65
2024-02-20,21650.0,2024-03-28,CE,4900,4,796.85
2024-02-20,22950.0,2024-03-07,PE,0,0,719.85
2024-02-20,22050.0,2024-03-14,CE,7150,44,470.0
2024-02-20,22050.0,2024-04-25,CE,650,7,692.35
2024-02-20,22050.0,2024-03-07,PE,18200,1205,189.95
2024-02-20,16000.0,2025-06-26,CE,0,0,7589.8
2024-02-20,16000.0,2026-12-31,PE,2450,0,7.45
2024-02-20,16000.0,2026-06-25,PE,500,0,5.45
2024-02-20,16000.0,2026-12-31,CE,50,0,9016.05
2024-02-20,16000.0,2028-06-29,CE,0,0,10286.4
2024-02-20,16000.0,2025-12-24,CE,50,0,8072.65
2024-02-20,19850.0,2024-02-22,PE,131150,6863,1.1
2024-02-20,19850.0,2024-03-07,CE,0,0,2405.6
2024-02-20,22450.0,2024-02-22,CE,2067100,1074946,18.95
2024-02-20,22300.0,2024-03-21,CE,50,1,324.35
2024-02-20,19850.0,2024-03-07,PE,0,0,0.05
2024-02-20,22300.0,2024-03-28,CE,236050,4370,447.75
2024-02-20,22450.0,2024-02-29,CE,148100,14532,100.85
2024-02-20,19850.0,2024-03-28,CE,0,0,2482.6
2024-02-20,22300.0,2024-03-07,CE,66450,2761,267.4
2024-02-20,21400.0,2024-02-29,CE,175700,394,845.95
2024-02-20,21400.0,2024-02-22,CE,89750,512,790.8
2024-02-20,21400.0,2024-04-25,PE,13950,218,188.2
2024-02-20,21400.0,2024-03-28,PE,183650,2248,122.45
2024-02-20,21400.0,2024-04-25,CE,100,0,1160.15
2024-02-20,21400.0,2024-03-14,CE,0,0,917.65
2024-02-20,21400.0,2024-03-14,PE,4050,75,78.45
2024-02-20,21400.0,2024-03-21,PE,0,0,44.45
2024-02-20,21400.0,2024-03-28,CE,37400,30,1001.45
2024-02-20,21400.0,2024-03-07,CE,1250,0,875.8
2024-02-20,21400.0,2024-03-07,PE,72150,4037,51.45
2024-02-20,21400.0,2024-02-22,PE,5240750,586680,3.9
2024-02-20,19900.0,2024-04-25,PE,0,0,3.75
2024-02-20,19900.0,2024-04-25,CE,0,0,2538.5
2024-02-20,21300.0,2024-03-21,PE,6550,121,84.9
2024-02-20,21300.0,2024-02-22,PE,3511500,407929,2.85
2024-02-20,21300.0,2024-03-07,PE,88900,3362,41.8
2024-02-20,21300.0,2024-03-14,PE,8250,43,67.0
2024-02-20,21300.0,2024-04-25,CE,0,0,1242.0
2024-02-20,21300.0,2024-03-14,CE,550,8,1008.75
2024-02-20,21300.0,2024-04-25,PE,9900,94,175.5
2024-02-20,21300.0,2024-02-29,CE,199750,761,936.45
2024-02-20,19750.0,2024-02-22,CE,0,0,2454.25
2024-02-20,20150.0,2024-03-07,PE,0,0,0.05
2024-02-20,22600.0,2024-02-22,CE,6348250,1435517,4.3
2024-02-20,20150.0,2024-02-22,CE,50,0,2054.4
2024-02-20,21050.0,2024-03-21,PE,0,0,15.75
2024-02-20,21050.0,2024-03-14,CE,0,0,1244.85
2024-02-20,21050.0,2024-04-25,PE,0,0,57.25
2024-02-20,21050.0,2024-03-14,PE,0,0,8.55
2024-02-20,21050.0,2024-04-25,CE,0,0,1455.7
2024-02-20,21050.0,2024-03-28,PE,32250,249,77.35
2024-02-20,23600.0,2024-04-25,PE,0,0,1231.2
2024-02-20,23600.0,2024-03-14,PE,0,0,1312.15
2024-02-20,23600.0,2024-04-25,CE,2600,11,110.15
2024-02-20,19800.0,2024-02-29,CE,12450,1,2429.9
2024-02-20,19800.0,2024-04-25,PE,0,0,2.8
2024-02-20,22550.0,2024-03-07,CE,6200,513,152.8
2024-02-20,22550.0,2024-03-21,PE,0,0,443.0
2024-02-20,22800.0,2024-03-07,PE,400,8,592.0
2024-02-20,22550.0,2024-03-14,PE,0,0,424.2
2024-02-20,22800.0,2024-02-22,PE,10700,270,603.0
2024-02-20,22800.0,2024-03-07,CE,62500,3092,77.3
2024-02-20,21900.0,2024-03-28,PE,216100,3790,238.7
2024-02-20,21900.0,2024-02-22,CE,1087950,203941,318.1
2024-02-20,21900.0,2024-04-25,CE,5800,30,789.3
2024-02-20,21900.0,2024-02-29,CE,557450,16244,409.15
2024-02-20,14000.0,2024-12-26,CE,100,0,8977.0
2024-02-20,20200.0,2024-03-21,CE,0,0,2109.25
2024-02-20,20200.0,2024-04-25,CE,0,0,2246.8
2024-02-20,21750.0,2024-03-07,CE,3900,58,626.3
2024-02-20,21750.0,2024-03-07,PE,9700,178,104.45
2024-02-20,23150.0,2024-02-22,PE,100,0,944.5
2024-02-20,20550.0,2024-04-25,CE,0,0,1912.45
2024-02-20,20550.0,2024-03-07,PE,0,0,0.15
2024-02-20,20550.0,2024-04-25,PE,0,0,20.0
2024-02-20,20550.0,2024-03-14,CE,0,0,1735.1
2024-02-20,20550.0,2024-02-22,PE,127750,29354,1.35
2024-02-20,20550.0,2024-03-14,PE,0,0,0.9
2024-02-20,20550.0,2024-03-21,PE,0,0,2.55
2024-02-20,20550.0,2024-03-28,PE,3700,0,5.0
2024-02-20,20550.0,2024-02-29,CE,1300,7,1681.15
2024-02-20,20550.0,2024-03-21,CE,0,0,1763.2
2024-02-20,23650.0,2024-03-28,CE,9000,227,44.85
2024-02-20,13000.0,2026-06-25,PE,200,0,0.1
2024-02-20,23650.0,2024-03-14,PE,0,0,1360.45
2024-02-20,23650.0,2024-03-21,PE,0,0,1339.75
2024-02-20,23650.0,2024-03-21,CE,0,0,17.55
2024-02-20,13000.0,2026-12-31,PE,200,0,0.2
2024-02-20,13000.0,2025-12-24,PE,150,0,0.05
2024-02-20,23650.0,2024-03-14,CE,0,0,7.75
2024-02-20,22950.0,2024-03-07,CE,20400,362,49.25
2024-02-20,21650.0,2024-02-29,CE,44850,291,616.85
2024-02-20,22950.0,2024-03-21,PE,0,0,724.85
2024-02-20,22950.0,2024-02-22,PE,450,16,744.55
2024-02-20,22050.0,2024-03-28,PE,20800,402,284.95
2024-02-20,22050.0,2024-02-22,CE,852550,930871,197.25
2024-02-20,22050.0,2024-02-29,CE,192600,19775,303.35
2024-02-20,21350.0,2024-03-21,PE,0,0,38.75
2024-02-20,21350.0,2024-03-14,PE,0,0,25.35
2024-02-20,23650.0,2024-03-07,CE,2700,45,1.95
2024-02-20,23650.0,2024-02-22,CE,331250,20099,0.4
2024-02-20,23650.0,2024-02-29,PE,1000,0,1413.8
2024-02-20,23650.0,2024-03-07,PE,0,0,1385.15
2024-02-20,23650.0,2024-02-22,PE,50,0,1444.3
2024-02-20,19100.0,2024-02-29,CE,2100,1,3128.7
2024-02-20,19100.0,2024-02-29,PE,5000,329,1.85
2024-02-20,21500.0,2024-03-28,CE,264600,4035,996.7
2024-02-20,23750.0,2024-03-14,CE,0,0,5.45
2024-02-20,23750.0,2024-03-28,CE,7600,195,37.9
2024-02-20,23750.0,2024-03-07,PE,0,0,1484.1
2024-02-20,22000.0,2024-02-22,CE,2646350,1089728,234.95
2024-02-20,24000.0,2025-12-24,PE,0,0,1004.95
2024-02-20,22000.0,2027-06-24,PE,0,0,345.7
2024-02-20,24000.0,2025-06-26,PE,0,0,1126.3
2024-02-20,22000.0,2028-12-28,PE,0,0,265.6
2024-02-20,24000.0,2026-06-25,PE,0,0,897.7
2024-02-20,24000.0,2028-12-28,PE,0,0,518.6
2024-02-20,24000.0,2024-03-28,PE,303950,487,1634.85
2024-02-20,24000.0,2024-06-27,CE,369700,1171,397.4
2024-02-20,20300.0,2024-02-22,CE,2750,10,1904.45
2024-02-20,20300.0,2024-03-14,CE,0,0,1983.35
2024-02-20,20300.0,2024-03-21,PE,0,0,0.85
2024-02-20,20300.0,2024-03-28,CE,950,18,2086.7
2024-02-20,20300.0,2024-02-22,PE,362800,19833,1.3
2024-02-20,20300.0,2024-04-25,PE,0,0,10.95
2024-02-20,20300.0,2024-03-28,PE,231000,3514,26.9
2024-02-20,16000.0,2028-12-28,CE,0,0,10681.5
2024-02-20,16000.0,2025-06-26,PE,100,0,1.35
2024-02-20,16000.0,2024-03-28,CE,39600,0,6306.05
2024-02-20,16000.0,2024-09-26,PE,0,0,0.05
2024-02-20,16000.0,2027-12-30,PE,0,0,10.3
2024-02-20,16000.0,2027-06-24,PE,0,0,9.05
2024-02-20,22450.0,2024-03-28,CE,8150,160,366.9
2024-02-20,22300.0,2024-03-07,PE,32350,1285,291.25
2024-02-20,19850.0,2024-03-14,PE,0,0,0.05
2024-02-20,19850.0,2024-02-29,CE,250,0,2379.95
2024-02-20,22300.0,2024-03-28,PE,153300,3181,387.65
2024-02-20,22300.0,2024-03-14,PE,2700,16,336.35
2024-02-20,22300.0,2024-04-25,CE,2650,28,659.8
2024-02-20,21100.0,2024-04-25,CE,0,0,1412.05
2024-02-20,21100.0,2024-03-14,PE,0,0,10.4
2024-02-20,21100.0,2024-03-28,CE,6550,18,1268.1
2024-02-20,21100.0,2024-03-07,PE,39150,1146,28.45
