Date,Strike,Expiry,OptionType,OI,Volume,SettlementPrice
2024-04-16,23000.0,2024-05-30,CE,1314200,39730,114.9
2024-04-16,23550.0,2024-05-30,PE,1800,0,1282.95
2024-04-16,23000.0,2025-03-27,CE,0,0,1588.85
2024-04-16,23000.0,2024-04-25,CE,5396600,254797,7.15
2024-04-16,23000.0,2026-12-31,PE,7200,2,1010.05
2024-04-16,23550.0,2024-05-02,CE,0,0,7.15
2024-04-16,23000.0,2028-12-28,CE,0,0,6337.0
2024-04-16,23550.0,2024-05-16,PE,0,0,1305.7
2024-04-16,23000.0,2027-12-30,PE,0,0,617.1
2024-04-16,23000.0,2024-04-25,PE,834600,10223,803.85
2024-04-16,23000.0,2025-06-26,CE,0,0,1956.85
2024-04-16,23000.0,2024-04-18,PE,156850,4270,829.05
2024-04-16,23000.0,2024-12-26,CE,225950,751,1125.4
2024-04-16,23000.0,2024-12-26,PE,406500,1578,786.75
2024-04-16,23000.0,2024-05-02,CE,334850,18352,24.35
2024-04-16,23550.0,2024-05-09,PE,0,0,1318.65
2024-04-16,21200.0,2024-05-09,CE,0,0,1075.3
2024-04-16,23900.0,2024-04-18,CE,338600,62060,0.4
2024-04-16,23900.0,2024-05-30,PE,450,1,1591.05
2024-04-16,21200.0,2024-05-09,PE,0,0,33.7
2024-04-16,23900.0,2024-04-25,PE,1300,0,1710.8
2024-04-16,21200.0,2024-04-18,PE,1300150,255795,0.8
2024-04-16,21200.0,2024-04-25,PE,1311550,55586,9.55
2024-04-16,23900.0,2024-05-02,CE,7750,105,5.7
2024-04-16,23900.0,2024-05-30,CE,57700,3632,20.4
2024-04-16,23900.0,2024-05-09,CE,0,0,7.55
2024-04-16,24450.0,2024-04-18,PE,0,0,2292.7
2024-04-16,24450.0,2024-05-30,CE,850,64,13.6
2024-04-16,15000.0,2024-12-26,PE,28700,0,0.1
2024-04-16,15000.0,2025-06-26,PE,1800,0,1.0
2024-04-16,15000.0,2027-12-30,PE,350,0,13.05
2024-04-16,24350.0,2024-05-30,CE,0,0,20.5
2024-04-16,24350.0,2024-05-09,CE,1550,5,1.75
2024-04-16,24350.0,2024-05-02,PE,0,0,2127.45
2024-04-16,24350.0,2024-04-18,CE,148050,11398,0.4
2024-04-16,24350.0,2024-06-27,CE,3350,15,74.4
2024-04-16,23100.0,2024-05-16,CE,50,2,97.9
2024-04-16,23100.0,2024-04-25,CE,1367400,77158,5.1
2024-04-16,23100.0,2024-05-09,CE,3200,108,36.6
2024-04-16,23100.0,2024-04-25,PE,38300,152,920.9
2024-04-16,21400.0,2024-04-25,PE,693550,51372,16.35
2024-04-16,21400.0,2024-05-02,CE,50,0,848.0
2024-04-16,21400.0,2024-04-18,CE,1500,87,773.0
2024-04-16,21400.0,2024-05-02,PE,75500,6283,32.9
2024-04-16,21400.0,2024-04-25,CE,13500,144,812.0
2024-04-16,21400.0,2024-05-09,CE,0,0,900.0
2024-04-16,21400.0,2024-05-16,CE,0,0,950.75
2024-04-16,21400.0,2024-05-30,PE,354700,7829,100.05
2024-04-16,21400.0,2024-04-18,PE,1802050,434784,1.25
2024-04-16,21400.0,2024-05-09,PE,3850,91,48.1
2024-04-16,21400.0,2024-06-27,CE,500,0,1232.15
2024-04-16,21400.0,2024-06-27,PE,84750,279,220.15
2024-04-16,23000.0,2026-06-25,CE,0,0,3327.6
2024-04-16,23000.0,2024-05-09,CE,33650,1384,47.7
2024-04-16,23000.0,2025-12-24,PE,8950,8,843.85
2024-04-16,23550.0,2024-05-02,PE,0,0,1336.75
2024-04-16,23000.0,2026-12-31,CE,500,0,3993.15
2024-04-16,23000.0,2028-06-29,PE,0,0,566.65
2024-04-16,23000.0,2026-06-25,PE,150,0,787.6
2024-04-16,23000.0,2024-05-16,CE,4400,220,74.9
2024-04-16,23000.0,2027-06-24,PE,0,0,673.6
2024-04-16,18500.0,2024-12-26,CE,1000,0,4587.2
2024-04-16,23000.0,2024-09-26,CE,105900,993,722.95
2024-04-16,23850.0,2024-06-27,CE,2100,48,139.2
2024-04-16,23850.0,2024-04-25,PE,1150,0,1660.9
2024-04-16,23850.0,2024-05-16,CE,0,0,19.7
2024-04-16,23850.0,2024-05-02,CE,2450,22,4.8
2024-04-16,23850.0,2024-04-25,CE,16000,876,2.25
2024-04-16,23850.0,2024-05-02,PE,0,0,1630.95
2024-04-16,23600.0,2024-05-16,CE,0,0,35.15
2024-04-16,23600.0,2024-06-27,CE,38550,631,157.75
2024-04-16,22550.0,2024-06-27,PE,1100,25,600.0
2024-04-16,22800.0,2024-04-25,CE,2095750,154409,14.15
2024-04-16,22550.0,2024-05-09,PE,0,0,495.9
2024-04-16,22800.0,2024-04-18,CE,6927700,1121963,0.9
2024-04-16,22800.0,2024-06-27,PE,13150,263,723.4
2024-04-16,22800.0,2024-05-30,PE,91300,1497,630.0
2024-04-16,22550.0,2024-05-30,PE,7350,342,457.75
2024-04-16,23350.0,2024-05-30,PE,7950,8,1116.7
2024-04-16,23350.0,2024-06-27,CE,700,16,244.1
2024-04-16,23350.0,2024-05-09,PE,0,0,1133.7
2024-04-16,26000.0,2024-06-27,CE,313500,1198,16.6
2024-04-16,19650.0,2024-04-25,CE,700,0,2531.95
2024-04-16,26000.0,2026-06-25,CE,0,0,1877.25
2024-04-16,26000.0,2026-06-25,PE,0,0,1894.8
2024-04-16,26000.0,2027-06-24,CE,0,0,3044.8
2024-04-16,26000.0,2025-03-27,PE,0,0,2627.65
2024-04-16,26000.0,2026-12-31,PE,0,0,1680.8
2024-04-16,26000.0,2028-12-28,CE,0,0,4782.1
2024-04-16,26000.0,2027-12-30,PE,0,0,1349.45
2024-04-16,26000.0,2026-12-31,CE,0,0,2483.25
2024-04-16,26000.0,2025-03-27,CE,0,0,504.5
2024-04-16,26000.0,2024-12-26,PE,70550,209,2643.35
2024-04-16,19650.0,2024-04-25,PE,12800,388,1.8
2024-04-16,20750.0,2024-05-09,PE,0,0,8.2
2024-04-16,20750.0,2024-06-27,PE,4150,0,70.7
2024-04-16,20750.0,2024-05-09,CE,0,0,1497.8
2024-04-16,20750.0,2024-05-30,PE,2300,50,41.1
2024-04-16,20750.0,2024-04-18,CE,1400,44,1405.9
2024-04-16,20750.0,2024-05-16,CE,0,0,1533.15
2024-04-16,20750.0,2024-05-16,PE,0,0,15.7
2024-04-16,20750.0,2024-05-02,PE,0,0,2.7
2024-04-16,20750.0,2024-04-18,PE,55450,29755,0.45
2024-04-16,20750.0,2024-04-25,PE,29100,2958,4.8
2024-04-16,20750.0,2024-05-02,CE,0,0,1464.45
2024-04-16,20750.0,2024-06-27,CE,0,0,1764.45
2024-04-16,24250.0,2024-05-30,PE,100,0,1915.15
2024-04-16,20550.0,2024-04-25,CE,2700,0,1633.55
2024-04-16,24250.0,2024-04-18,PE,0,0,2092.8
2024-04-16,20550.0,2024-05-16,CE,0,0,1724.95
2024-04-16,24250.0,2024-06-27,CE,32800,51,66.0
2024-04-16,20550.0,2024-05-02,PE,0,0,1.05
2024-04-16,20550.0,2024-05-30,CE,50,0,1798.6
2024-04-16,24250.0,2024-05-16,CE,150,15,7.15
2024-04-16,20550.0,2024-04-25,PE,16150,2738,3.55
2024-04-16,20550.0,2024-05-09,CE,0,0,1692.65
2024-04-16,20550.0,2024-06-27,CE,0,0,1941.9
2024-04-16,20550.0,2024-04-18,PE,47100,10018,0.35
2024-04-16,20550.0,2024-05-02,CE,50,0,1662.15
2024-04-16,24250.0,2024-05-16,PE,0,0,1969.5
2024-04-16,24250.0,2024-04-25,CE,259800,2119,1.8
2024-04-16,24250.0,2024-05-02,PE,0,0,2027.9
2024-04-16,13000.0,2026-06-25,PE,200,0,0.55
2024-04-16,23650.0,2024-05-16,PE,0,0,1397.25
2024-04-16,23650.0,2024-05-09,PE,0,0,1413.2
2024-04-16,23650.0,2024-05-09,CE,0,0,15.65
2024-04-16,23650.0,2024-06-27,CE,2550,67,175.65
2024-04-16,23650.0,2024-05-30,PE,1050,0,1368.95
2024-04-16,13000.0,2026-12-31,PE,200,0,1.1
2024-04-16,13000.0,2025-12-24,PE,150,0,0.2
2024-04-16,23650.0,2024-04-18,CE,161000,20024,0.45
2024-04-16,23650.0,2024-05-02,CE,2700,23,7.7
2024-04-16,23650.0,2024-05-02,PE,0,0,1434.25
2024-04-16,23650.0,2024-05-16,CE,0,0,31.45
2024-04-16,19900.0,2024-04-25,PE,7850,214,2.1
2024-04-16,19900.0,2024-04-25,CE,5000,2,2282.4
2024-04-16,24050.0,2024-05-30,PE,400,0,1728.4
2024-04-16,24050.0,2024-05-16,PE,0,0,1775.55
2024-04-16,24050.0,2024-06-27,CE,1600,65,83.6
2024-04-16,24050.0,2024-06-27,PE,100,0,1668.4
2024-04-16,24050.0,2024-05-09,CE,100,4,4.7
2024-04-16,24050.0,2024-05-16,CE,0,0,12.0
2024-04-16,24050.0,2024-04-18,PE,50,0,1892.85
