Date,Strike,Expiry,OptionType,OI,Volume,SettlementPrice
2024-04-24,24050.0,2024-05-30,PE,400,0,1512.3
2024-04-24,24050.0,2024-05-16,PE,0,0,1554.9
2024-04-24,24050.0,2024-05-23,CE,0,0,21.1
2024-04-24,24050.0,2024-06-27,CE,2000,23,123.2
2024-04-24,24050.0,2024-06-27,PE,50,0,1464.9
2024-04-24,24050.0,2024-05-09,CE,1150,9,2.6
2024-04-24,24050.0,2024-05-23,PE,0,0,1534.4
2024-04-24,24050.0,2024-05-16,CE,0,0,9.25
2024-04-24,24050.0,2024-05-02,PE,0,0,1610.55
2024-04-24,16000.0,2028-12-28,CE,0,0,11059.85
2024-04-24,16000.0,2024-06-27,PE,56000,0,0.0
2024-04-24,16000.0,2025-06-26,PE,100,0,2.85
2024-04-24,16000.0,2024-09-26,PE,0,0,0.05
2024-04-24,16000.0,2027-12-30,PE,0,0,22.45
2024-04-24,16000.0,2027-06-24,PE,0,0,19.8
2024-04-24,22300.0,2024-05-23,CE,4150,92,407.65
2024-04-24,22300.0,2024-05-16,CE,4450,129,367.15
2024-04-24,22300.0,2024-05-30,CE,394400,5863,450.8
2024-04-24,22450.0,2024-06-27,PE,3300,78,450.0
2024-04-24,22300.0,2024-05-09,CE,77400,2855,304.85
2024-04-24,22300.0,2024-06-27,CE,40700,471,710.65
2024-04-24,22300.0,2024-05-09,PE,165750,5966,142.0
2024-04-24,22300.0,2024-06-27,PE,91000,1143,388.45
2024-04-24,22300.0,2024-04-25,CE,4441500,782636,135.85
2024-04-24,22450.0,2024-05-30,PE,45100,2110,290.75
2024-04-24,22450.0,2024-05-16,CE,3250,165,275.45
2024-04-24,24300.0,2024-04-25,PE,0,0,1892.95
2024-04-24,24300.0,2024-05-02,CE,23350,406,1.25
2024-04-24,21400.0,2024-04-25,PE,2151850,473795,0.8
2024-04-24,21400.0,2024-05-02,CE,2650,16,1048.35
2024-04-24,21400.0,2024-04-25,CE,42150,48,1022.65
2024-04-24,21400.0,2024-05-16,CE,0,0,1120.35
2024-04-24,21400.0,2024-05-30,PE,623850,7633,59.1
2024-04-24,21400.0,2024-05-09,PE,48100,1127,16.6
2024-04-24,21400.0,2024-06-27,CE,1000,2,1370.0
2024-04-24,21400.0,2024-06-27,PE,108000,282,163.5
2024-04-24,21400.0,2024-05-16,PE,9550,209,29.35
