Date,Strike,Expiry,OptionType,OI,Volume,SettlementPrice
2024-04-26,23000.0,2025-03-27,CE,0,0,1715.2
2024-04-26,23000.0,2024-05-30,CE,2282425,118741,133.3
2024-04-26,23550.0,2024-05-30,PE,2000,0,1059.5
2024-04-26,23550.0,2024-07-25,CE,0,0,353.85
2024-04-26,23000.0,2026-12-31,PE,8075,11,661.85
2024-04-26,23000.0,2024-07-25,CE,12675,705,517.8
2024-04-26,23550.0,2024-05-02,CE,221650,123686,1.35
2024-04-26,23000.0,2028-12-28,CE,0,0,6555.3
2024-04-26,23550.0,2024-05-16,PE,0,0,1071.05
2024-04-26,23000.0,2027-12-30,PE,0,0,563.65
2024-04-26,23000.0,2025-06-26,CE,0,0,2094.9
2024-04-26,23000.0,2024-05-23,CE,20225,1259,103.0
2024-04-26,23000.0,2024-12-26,CE,236075,739,1207.6
2024-04-26,23000.0,2024-12-26,PE,438175,1788,685.5
2024-04-26,23550.0,2024-07-25,PE,0,0,1063.2
2024-04-26,23550.0,2024-05-09,PE,600,0,1081.85
2024-04-26,20600.0,2024-05-16,PE,0,0,0.95
2024-04-26,22500.0,2024-05-09,PE,420525,96962,181.55
2024-04-26,20600.0,2024-05-09,CE,600,0,1871.75
2024-04-26,22500.0,2024-06-27,PE,928475,18359,453.95
2024-04-26,22500.0,2024-05-30,PE,2997000,177507,292.3
2024-04-26,20600.0,2024-05-23,CE,150,0,1930.2
2024-04-26,23500.0,2024-05-09,PE,3225,56,944.4
2024-04-26,23500.0,2024-05-16,PE,0,0,1025.8
2024-04-26,22500.0,2024-05-23,PE,49900,2867,264.65
2024-04-26,23500.0,2024-05-16,CE,45275,3833,13.65
2024-04-26,22550.0,2024-05-23,PE,200,37,355.8
2024-04-26,22550.0,2024-05-16,CE,5675,514,241.45
2024-04-26,22550.0,2024-07-25,CE,0,0,779.5
2024-04-26,22800.0,2024-05-23,CE,3950,260,161.65
2024-04-26,22800.0,2024-05-09,PE,22300,5003,354.55
2024-04-26,21900.0,2024-05-16,CE,150,2,691.95
2024-04-26,21900.0,2024-06-27,CE,15400,382,1034.15
2024-04-26,21900.0,2024-05-02,CE,99550,2729,608.45
2024-04-26,21900.0,2024-05-09,PE,226775,36485,36.05
2024-04-26,21900.0,2024-07-25,CE,0,0,1183.1
2024-04-26,21900.0,2024-05-16,PE,28200,1100,62.05
2024-04-26,21900.0,2024-05-30,PE,858625,33322,112.75
2024-04-26,14000.0,2026-12-31,PE,950,0,2.55
2024-04-26,23450.0,2024-05-16,CE,2750,270,15.55
2024-04-26,23450.0,2024-05-16,PE,0,0,981.05
2024-04-26,23450.0,2024-05-02,PE,950,41,972.85
2024-04-26,23450.0,2024-05-23,CE,0,0,72.25
2024-04-26,22150.0,2024-05-02,PE,842375,578245,31.0
2024-04-26,22150.0,2024-07-25,CE,0,0,1016.3
2024-04-26,22150.0,2024-05-23,PE,1500,68,187.3
2024-04-26,22150.0,2024-05-09,CE,4225,103,452.1
2024-04-26,22150.0,2024-05-23,CE,50,0,572.45
2024-04-26,22150.0,2024-05-16,PE,725,32,113.45
2024-04-26,22150.0,2024-05-30,CE,18350,202,580.9
2024-04-26,22150.0,2024-07-25,PE,0,0,350.7
2024-04-26,22150.0,2024-06-27,PE,3950,213,331.2
2024-04-26,20700.0,2024-05-16,PE,0,0,1.5
2024-04-26,20700.0,2024-06-27,PE,248675,1341,78.55
2024-04-26,20700.0,2024-05-09,PE,10450,0,0.2
2024-04-26,20700.0,2024-05-02,PE,239450,49052,1.35
2024-04-26,20700.0,2024-06-27,CE,200,0,2008.0
2024-04-26,20700.0,2024-05-30,CE,6100,0,1869.0
2024-04-26,20700.0,2024-05-09,CE,200,0,1772.1
2024-04-26,20700.0,2024-05-23,CE,0,0,1832.05
2024-04-26,20700.0,2024-05-23,PE,0,0,4.4
2024-04-26,20700.0,2024-05-30,PE,143325,7044,15.5
2024-04-26,20700.0,2024-05-02,CE,3825,3,1743.95
2024-04-26,20700.0,2024-05-16,CE,0,0,1801.3
2024-04-26,20950.0,2024-07-25,CE,0,0,1929.75
2024-04-26,20950.0,2024-05-16,PE,400,0,4.35
2024-04-26,20250.0,2024-05-09,CE,300,0,2220.75
2024-04-26,20950.0,2024-06-27,PE,6850,0,51.75
2024-04-26,20250.0,2024-05-02,PE,2445125,140300,0.95
2024-04-26,20250.0,2024-05-02,CE,425,2,2193.4
2024-04-26,22600.0,2024-06-27,CE,82075,3281,568.65
2024-04-26,22600.0,2024-05-09,CE,334200,69441,153.7
2024-04-26,23250.0,2024-05-16,CE,50,0,68.15
2024-04-26,22600.0,2024-05-02,PE,1768500,3426113,186.45
2024-04-26,22600.0,2024-05-02,CE,5481200,4680047,80.85
2024-04-26,22600.0,2024-05-23,PE,13700,925,319.35
2024-04-26,22600.0,2024-05-23,CE,18750,1160,249.75
2024-04-26,22600.0,2024-05-16,CE,42675,3490,214.1
2024-04-26,23500.0,2024-06-27,PE,76750,1015,1017.3
2024-04-26,22500.0,2024-05-16,CE,120775,7655,265.65
2024-04-26,17000.0,2024-09-26,CE,0,0,5933.2
2024-04-26,17000.0,2025-03-27,CE,0,0,6528.35
2024-04-26,23800.0,2024-05-16,PE,0,0,1303.9
2024-04-26,17000.0,2028-06-29,PE,0,0,43.55
2024-04-26,23800.0,2024-05-30,PE,1800,9,1274.45
2024-04-26,23350.0,2024-05-16,PE,0,0,893.45
2024-04-26,23350.0,2024-05-23,CE,725,5,88.5
2024-04-26,23350.0,2024-07-25,PE,0,0,933.55
2024-04-26,23350.0,2024-05-30,PE,8425,21,897.9
2024-04-26,23350.0,2024-06-27,CE,1425,82,247.65
2024-04-26,26000.0,2024-06-27,CE,426800,4065,10.9
2024-04-26,26000.0,2026-06-25,CE,0,0,1991.1
2024-04-26,26000.0,2026-06-25,PE,0,0,1766.4
2024-04-26,26000.0,2027-06-24,CE,0,0,3193.3
2024-04-26,26000.0,2026-12-31,PE,0,0,1567.25
2024-04-26,23350.0,2024-06-27,PE,350,0,917.7
2024-04-26,23350.0,2024-05-30,CE,61475,4000,56.4
2024-04-26,23350.0,2024-05-16,CE,200,12,53.4
2024-04-26,23350.0,2024-07-25,CE,0,0,420.6
2024-04-26,26000.0,2024-12-26,CE,192050,803,161.05
2024-04-26,26000.0,2025-06-26,CE,0,0,819.7
2024-04-26,26000.0,2025-12-24,PE,0,0,1995.35
2024-04-26,26000.0,2028-06-29,CE,0,0,4394.85
2024-04-26,26000.0,2027-06-24,PE,0,0,1408.2
2024-04-26,26000.0,2028-12-28,CE,0,0,4968.4
2024-04-26,24250.0,2024-05-30,PE,1900,0,1687.35
2024-04-26,20550.0,2024-05-16,CE,0,0,1949.95
2024-04-26,24250.0,2024-06-27,CE,32875,99,68.0
2024-04-26,20550.0,2024-05-02,PE,23575,14148,1.15
2024-04-26,20550.0,2024-05-30,CE,425,3,2014.85
2024-04-26,24250.0,2024-05-16,CE,450,11,3.65
2024-04-26,20550.0,2024-05-09,CE,300,0,1921.6
