Date,Strike,Expiry,OptionType,OI,Volume,SettlementPrice
2024-02-07,22350.0,2024-02-15,PE,7600,139,443.65
2024-02-07,21950.0,2024-02-15,CE,338250,59179,195.3
2024-02-07,21950.0,2024-04-25,PE,350,6,478.7
2024-02-07,21950.0,2024-03-07,CE,150,2,409.4
2024-02-07,22350.0,2024-03-07,CE,100,2,208.0
2024-02-07,21950.0,2024-02-08,PE,2830650,2879768,78.4
2024-02-07,22350.0,2024-03-28,PE,2050,2,522.85
2024-02-07,22350.0,2024-02-08,CE,3792800,1801469,1.85
2024-02-07,22350.0,2024-02-29,CE,85000,5090,154.25
2024-02-07,22350.0,2024-02-15,CE,187900,29940,52.35
2024-02-07,21950.0,2024-04-25,CE,50,0,663.65
2024-02-07,21950.0,2024-03-28,PE,6250,131,377.95
2024-02-07,22350.0,2024-03-07,PE,0,0,483.4
2024-02-07,21950.0,2024-02-29,PE,74000,10001,281.2
2024-02-07,21950.0,2024-02-29,CE,75700,9496,331.65
2024-02-07,21950.0,2024-03-28,CE,4450,131,572.65
2024-02-07,22350.0,2024-02-08,PE,19550,3582,409.45
2024-02-07,22350.0,2024-04-25,CE,0,0,458.95
2024-02-07,21950.0,2024-02-15,PE,325150,52668,182.3
2024-02-07,21950.0,2024-03-07,PE,0,2,261.35
2024-02-07,22350.0,2024-02-22,CE,14800,481,111.8
2024-02-07,21950.0,2024-02-22,CE,19050,2481,273.8
2024-02-07,20100.0,2024-02-29,CE,10250,0,1912.4
2024-02-07,20100.0,2024-02-15,PE,6950,642,2.1
2024-02-07,20100.0,2024-03-07,PE,0,0,1.0
2024-02-07,20100.0,2024-02-15,CE,2950,4,1860.2
2024-02-07,21400.0,2024-02-29,CE,215900,972,713.45
2024-02-07,21400.0,2024-02-22,CE,1850,3,607.6
2024-02-07,21400.0,2024-04-25,PE,3850,35,272.65
2024-02-07,21400.0,2024-03-28,PE,91850,587,202.9
2024-02-07,21400.0,2024-02-29,PE,661450,14589,109.7
2024-02-07,21400.0,2024-02-08,PE,7315100,1609043,2.0
2024-02-07,21400.0,2024-02-15,CE,27700,614,607.75
2024-02-07,21400.0,2024-04-25,CE,0,0,1023.0
2024-02-07,21400.0,2024-02-08,CE,176900,3397,552.1
2024-02-07,21400.0,2024-02-15,PE,639100,46122,35.1
2024-02-07,21400.0,2024-03-28,CE,40550,23,933.8
2024-02-07,21300.0,2024-02-22,PE,28850,1712,59.8
2024-02-07,21300.0,2024-02-15,CE,28800,807,689.6
2024-02-07,21300.0,2024-03-07,PE,0,0,65.85
2024-02-07,21300.0,2024-02-08,PE,5204650,1223742,1.35
2024-02-07,21300.0,2024-04-25,CE,0,0,1097.25
2024-02-07,21300.0,2024-02-08,CE,87600,2176,656.65
2024-02-07,21300.0,2024-02-29,CE,177550,738,783.3
2024-02-07,19750.0,2024-02-22,CE,0,0,2235.2
2024-02-07,19750.0,2024-02-15,CE,0,0,2209.7
2024-02-07,18650.0,2024-02-29,CE,33050,0,3356.2
2024-02-07,23850.0,2024-02-29,PE,1950,0,1823.7
2024-02-07,22650.0,2024-02-29,CE,70750,2626,75.95
2024-02-07,22650.0,2024-02-15,CE,183350,22563,14.2
2024-02-07,16000.0,2028-12-28,CE,0,0,10445.55
2024-02-07,16000.0,2024-06-27,PE,37950,0,0.05
2024-02-07,16000.0,2025-06-26,PE,100,0,2.15
2024-02-07,16000.0,2024-03-28,CE,41600,1,6077.75
2024-02-07,19800.0,2024-02-08,CE,1500,2,2134.15
2024-02-07,19800.0,2024-02-15,CE,200,2,2159.75
2024-02-07,22550.0,2024-02-22,PE,50,1,604.95
2024-02-07,22550.0,2024-03-28,CE,43050,127,276.55
2024-02-07,22800.0,2024-04-25,CE,3950,0,285.85
2024-02-07,22550.0,2024-03-28,PE,2500,20,647.45
2024-02-07,21900.0,2024-02-29,PE,793050,50384,261.85
2024-02-07,21900.0,2024-02-08,PE,8697950,5395058,55.05
2024-02-07,21900.0,2024-04-25,PE,3350,47,348.55
2024-02-07,21900.0,2024-02-15,CE,877900,146736,222.3
2024-02-07,19600.0,2024-02-29,PE,82100,128,4.6
2024-02-07,21600.0,2024-03-07,PE,500,9,192.2
2024-02-07,22800.0,2024-03-28,CE,215100,1161,194.65
2024-02-07,22800.0,2024-02-15,CE,754350,46386,7.4
2024-02-07,22550.0,2024-03-07,PE,0,0,622.9
2024-02-07,18700.0,2024-02-29,PE,51500,76,3.9
2024-02-07,21900.0,2024-03-28,PE,156700,1664,358.75
2024-02-07,21900.0,2024-02-22,CE,44400,2941,301.25
2024-02-07,21900.0,2024-04-25,CE,7900,34,820.0
2024-02-07,21900.0,2024-02-29,CE,641650,46048,359.45
2024-02-07,21900.0,2024-02-15,PE,986250,168960,158.4
2024-02-07,21300.0,2024-03-07,CE,0,0,810.3
2024-02-07,21300.0,2024-02-29,PE,1107650,18359,92.65
2024-02-07,21300.0,2024-03-28,CE,38150,255,1016.9
2024-02-07,21250.0,2024-04-25,CE,0,0,1135.25
2024-02-07,21250.0,2024-02-15,PE,173450,18235,21.8
2024-02-07,21250.0,2024-03-28,CE,1500,7,979.65
2024-02-07,21250.0,2024-02-29,PE,120050,2054,84.7
2024-02-07,21250.0,2024-02-08,PE,1008750,360668,1.15
2024-02-07,18650.0,2024-02-29,PE,48550,252,4.1
2024-02-07,22250.0,2024-02-15,CE,181100,52031,75.7
2024-02-07,22250.0,2024-03-07,PE,0,0,420.45
2024-02-07,22250.0,2024-02-29,CE,115700,4833,189.9
2024-02-07,22250.0,2024-04-25,PE,0,0,506.4
2024-02-07,22250.0,2024-02-22,CE,7200,254,136.8
2024-02-07,23000.0,2024-04-25,CE,100200,1044,300.5
