Date,Strike,Expiry,OptionType,OI,Volume,SettlementPrice,Spot,VIX,DTE,Moneyness,ExpiryRank
2024-01-18,20700.0,2024-02-01,PE,82000,10068,32.8,21462.25,14.06999969482422,14,0.9644841524071335,2.0
2024-01-18,20700.0,2024-02-15,CE,0,0,909.1,21462.25,14.06999969482422,28,0.9644841524071335,4.0
2024-01-18,20700.0,2024-01-25,CE,65700,1009,835.0,21462.25,14.06999969482422,7,0.9644841524071335,1.0
2024-01-18,20700.0,2024-01-25,PE,1096850,153978,11.15,21462.25,14.06999969482422,7,0.9644841524071335,1.0
2024-01-18,20700.0,2024-02-08,PE,12150,616,54.65,21462.25,14.06999969482422,21,0.9644841524071335,3.0
2024-01-18,20700.0,2024-02-01,CE,0,0,827.65,21462.25,14.06999969482422,14,0.9644841524071335,2.0
2024-01-18,20700.0,2024-02-15,PE,0,0,39.95,21462.25,14.06999969482422,28,0.9644841524071335,4.0
2024-01-18,20700.0,2024-02-08,CE,0,0,868.1,21462.25,14.06999969482422,21,0.9644841524071335,3.0
2024-01-18,21900.0,2024-02-15,PE,1000,0,485.95,21462.25,14.06999969482422,28,1.0203962771843587,4.0
2024-01-18,20800.0,2024-02-08,CE,0,0,779.0,21462.25,14.06999969482422,21,0.9691434961385689,3.0
2024-01-18,21950.0,2024-02-15,PE,0,0,520.15,21462.25,14.06999969482422,28,1.0227259490500762,4.0
2024-01-18,21950.0,2024-02-01,PE,8400,144,461.35,21462.25,14.06999969482422,14,1.0227259490500762,2.0
2024-01-18,22350.0,2024-02-08,PE,0,0,835.05,21462.25,14.06999969482422,21,1.041363323975818,3.0
2024-01-18,22350.0,2024-02-15,CE,850,4,95.35,21462.25,14.06999969482422,28,1.041363323975818,4.0
2024-01-18,21950.0,2024-02-08,PE,2950,2,513.35,21462.25,14.06999969482422,21,1.0227259490500762,3.0
2024-01-18,22350.0,2024-02-15,PE,0,0,831.1,21462.25,14.06999969482422,28,1.041363323975818,4.0
2024-01-18,22150.0,2024-02-08,CE,6950,206,104.3,21462.25,14.06999969482422,21,1.0320446365129472,3.0
2024-01-18,22150.0,2024-01-25,PE,90150,628,640.6,21462.25,14.06999969482422,7,1.0320446365129472,1.0
2024-01-18,22150.0,2024-02-08,PE,3500,0,663.1,21462.25,14.06999969482422,21,1.0320446365129472,3.0
2024-01-18,21500.0,2024-02-01,CE,433300,26703,299.5,21462.25,14.06999969482422,14,1.0017589022586169,2.0
2024-01-18,21700.0,2024-02-15,CE,4700,80,311.25,21462.25,14.06999969482422,28,1.0110775897214876,4.0
2024-01-18,21700.0,2024-02-01,CE,265150,20189,194.35,21462.25,14.06999969482422,14,1.0110775897214876,2.0
2024-01-18,21700.0,2024-02-08,PE,12500,273,345.35,21462.25,14.06999969482422,21,1.0110775897214876,3.0
2024-01-18,20650.0,2024-02-15,CE,0,0,953.35,21462.25,14.06999969482422,28,0.9621544805414157,4.0
2024-01-18,20650.0,2024-01-25,CE,6750,252,899.35,21462.25,14.06999969482422,7,0.9621544805414157,1.0
2024-01-18,22300.0,2024-02-01,CE,127850,13165,40.85,21462.25,14.06999969482422,14,1.0390336521101002,2.0
2024-01-18,21050.0,2024-02-01,CE,100,2,517.7,21462.25,14.06999969482422,14,0.9807918554671574,2.0
2024-01-18,21050.0,2024-01-25,PE,267050,56482,33.95,21462.25,14.06999969482422,7,0.9807918554671574,1.0
2024-01-18,21050.0,2024-02-08,PE,1000,0,77.85,21462.25,14.06999969482422,21,0.9807918554671574,3.0
2024-01-18,21450.0,2024-02-01,CE,47100,5391,327.75,21462.25,14.06999969482422,14,0.9994292303928992,2.0
2024-01-18,21450.0,2024-02-08,PE,1350,123,234.4,21462.25,14.06999969482422,21,0.9994292303928992,3.0
2024-01-18,22500.0,2024-02-15,PE,0,0,961.45,21462.25,14.06999969482422,28,1.0483523395729712,4.0
2024-01-18,20500.0,2024-01-25,CE,430850,3701,1039.8,21462.25,14.06999969482422,7,0.9551654649442626,1.0
2024-01-18,22450.0,2024-02-15,CE,1700,5,45.55,21462.25,14.06999969482422,28,1.0460226677072535,4.0
2024-01-18,22300.0,2024-02-15,PE,2200,0,789.05,21462.25,14.06999969482422,28,1.0390336521101002,4.0
2024-01-18,22300.0,2024-01-25,PE,99200,1526,777.0,21462.25,14.06999969482422,7,1.0390336521101002,1.0
2024-01-18,20500.0,2024-02-08,PE,15550,1136,37.1,21462.25,14.06999969482422,21,0.9551654649442626,3.0
2024-01-18,21450.0,2024-02-08,CE,5700,195,396.7,21462.25,14.06999969482422,21,0.9994292303928992,3.0
2024-01-18,21450.0,2024-02-15,CE,1850,41,442.0,21462.25,14.06999969482422,28,0.9994292303928992,4.0
2024-01-18,21450.0,2024-01-25,CE,664900,240195,211.85,21462.25,14.06999969482422,7,0.9994292303928992,1.0
2024-01-18,22400.0,2024-01-25,PE,49000,499,864.05,21462.25,14.06999969482422,7,1.0436929958415357,1.0
2024-01-18,20850.0,2024-02-15,PE,0,0,60.8,21462.25,14.06999969482422,28,0.9714731680042866,4.0
2024-01-18,21000.0,2024-02-01,PE,295650,30409,65.15,21462.25,14.06999969482422,14,0.9784621836014398,2.0
2024-01-18,21900.0,2024-02-01,CE,216850,14569,117.6,21462.25,14.06999969482422,14,1.0203962771843587,2.0
2024-01-18,20450.0,2024-02-15,PE,0,0,18.25,21462.25,14.06999969482422,28,0.9528357930785449,4.0
2024-01-18,21900.0,2024-01-25,PE,694350,20324,407.95,21462.25,14.06999969482422,7,1.0203962771843587,1.0
2024-01-18,21000.0,2024-02-08,PE,64650,3367,100.65,21462.25,14.06999969482422,21,0.9784621836014398,3.0
2024-01-18,21100.0,2024-02-08,PE,13050,677,120.15,21462.25,14.06999969482422,21,0.9831215273328752,3.0
2024-01-18,21100.0,2024-02-01,PE,123250,13912,83.45,21462.25,14.06999969482422,14,0.9831215273328752,2.0
2024-01-18,21400.0,2024-01-25,CE,2065300,585896,241.5,21462.25,14.06999969482422,7,0.9970995585271815,1.0
2024-01-18,21650.0,2024-02-08,PE,1600,17,310.1,21462.25,14.06999969482422,21,1.0087479178557701,3.0
2024-01-18,21650.0,2024-01-25,CE,1198850,169273,112.3,21462.25,14.06999969482422,7,1.0087479178557701,1.0
2024-01-18,22400.0,2024-02-01,PE,5150,2,890.6,21462.25,14.06999969482422,14,1.0436929958415357,2.0
2024-01-18,22400.0,2024-02-08,PE,50,0,879.9,21462.25,14.06999969482422,21,1.0436929958415357,3.0
2024-01-18,22400.0,2024-01-25,CE,2462500,194829,6.0,21462.25,14.06999969482422,7,1.0436929958415357,1.0
2024-01-18,21550.0,2024-02-15,PE,0,0,281.75,21462.25,14.06999969482422,28,1.0040885741243346,4.0
2024-01-18,21550.0,2024-02-15,CE,0,0,305.3,21462.25,14.06999969482422,28,1.0040885741243346,4.0
2024-01-18,21550.0,2024-01-25,PE,330450,73689,173.25,21462.25,14.06999969482422,7,1.0040885741243346,1.0
2024-01-18,21350.0,2024-02-08,CE,3250,70,362.4,21462.25,14.06999969482422,21,0.9947698866614637,3.0
2024-01-18,21350.0,2024-02-01,CE,19200,1575,388.8,21462.25,14.06999969482422,14,0.9947698866614637,2.0
2024-01-18,21300.0,2024-02-15,PE,0,0,175.5,21462.25,14.06999969482422,28,0.9924402147957461,4.0
2024-01-18,21300.0,2024-01-25,PE,2815450,478050,78.2,21462.25,14.06999969482422,7,0.9924402147957461,1.0
2024-01-18,21600.0,2024-01-25,CE,3797000,581258,132.2,21462.25,14.06999969482422,7,1.0064182459900524,1.0
2024-01-18,21600.0,2024-02-15,CE,6700,72,358.1,21462.25,14.06999969482422,28,1.0064182459900524,4.0
2024-01-18,20450.0,2024-02-08,PE,0,0,9.85,21462.25,14.06999969482422,21,0.9528357930785449,3.0
2024-01-18,20900.0,2024-02-01,PE,113350,9852,50.65,21462.25,14.06999969482422,14,0.9738028398700043,2.0
2024-01-18,21500.0,2024-01-25,CE,4404250,938714,183.35,21462.25,14.06999969482422,7,1.0017589022586169,1.0
2024-01-18,21500.0,2024-02-15,CE,10750,313,412.35,21462.25,14.06999969482422,28,1.0017589022586169,4.0
2024-01-18,21500.0,2024-02-08,PE,51000,2092,249.8,21462.25,14.06999969482422,21,1.0017589022586169,3.0
2024-01-18,21500.0,2024-02-01,PE,480500,29573,208.35,21462.25,14.06999969482422,14,1.0017589022586169,2.0
2024-01-18,21500.0,2024-01-25,PE,3904400,700384,150.0,21462.25,14.06999969482422,7,1.0017589022586169,1.0
2024-01-18,21000.0,2024-02-15,CE,50,0,660.1,21462.25,14.06999969482422,28,0.9784621836014398,4.0
2024-01-18,21000.0,2024-02-15,PE,10000,760,123.65,21462.25,14.06999969482422,28,0.9784621836014398,4.0
2024-01-18,20400.0,2024-02-15,PE,0,0,15.4,21462.25,14.06999969482422,28,0.9505061212128272,4.0
2024-01-18,21300.0,2024-02-15,CE,800,37,532.75,21462.25,14.06999969482422,28,0.9924402147957461,4.0
2024-01-18,21300.0,2024-02-01,PE,208450,17635,135.05,21462.25,14.06999969482422,14,0.9924402147957461,2.0
2024-01-18,22200.0,2024-01-25,PE,294400,2132,675.9,21462.25,14.06999969482422,7,1.034374308378665,1.0
2024-01-18,20900.0,2024-01-25,PE,2063550,184946,20.95,21462.25,14.06999969482422,7,0.9738028398700043,1.0
2024-01-18,20950.0,2024-02-01,CE,50,1,601.4,21462.25,14.06999969482422,14,0.976132511735722,2.0
2024-01-18,21300.0,2024-01-25,CE,635100,174435,311.1,21462.25,14.06999969482422,7,0.9924402147957461,1.0
2024-01-18,20650.0,2024-02-15,PE,0,0,34.45,21462.25,14.06999969482422,28,0.9621544805414157,4.0
2024-01-18,20550.0,2024-02-01,CE,0,0,971.05,21462.25,14.06999969482422,14,0.9574951368099803,2.0
2024-01-18,20550.0,2024-02-01,PE,14100,3011,22.8,21462.25,14.06999969482422,14,0.9574951368099803,2.0
2024-01-18,20550.0,2024-02-15,CE,0,0,1043.7,21462.25,14.06999969482422,28,0.9574951368099803,4.0
2024-01-18,20650.0,2024-02-08,CE,0,0,913.7,21462.25,14.06999969482422,21,0.9621544805414157,3.0
2024-01-18,20400.0,2024-02-01,CE,50,1,1117.45,21462.25,14.06999969482422,14,0.9505061212128272,2.0
2024-01-18,21300.0,2024-02-08,PE,16750,1116,170.35,21462.25,14.06999969482422,21,0.9924402147957461,3.0
2024-01-18,20550.0,2024-02-08,PE,3500,0,14.7,21462.25,14.06999969482422,21,0.9574951368099803,3.0
2024-01-18,20550.0,2024-01-25,CE,8350,181,996.95,21462.25,14.06999969482422,7,0.9574951368099803,1.0
2024-01-18,20550.0,2024-02-15,PE,0,0,25.3,21462.25,14.06999969482422,28,0.9574951368099803,4.0
2024-01-18,20550.0,2024-01-25,PE,136450,35584,7.65,21462.25,14.06999969482422,7,0.9574951368099803,1.0
2024-01-18,20550.0,2024-02-08,CE,0,0,1006.6,21462.25,14.06999969482422,21,0.9574951368099803,3.0
2024-01-18,21800.0,2024-02-08,PE,16300,362,393.7,21462.25,14.06999969482422,21,1.0157369334529232,3.0
2024-01-18,21800.0,2024-02-08,CE,34250,1090,217.6,21462.25,14.06999969482422,21,1.0157369334529232,3.0
2024-01-18,21300.0,2024-02-01,CE,55850,7066,425.8,21462.25,14.06999969482422,14,0.9924402147957461,2.0
2024-01-18,20850.0,2024-02-15,CE,0,0,780.75,21462.25,14.06999969482422,28,0.9714731680042866,4.0
2024-01-18,20650.0,2024-02-01,CE,0,0,875.0,21462.25,14.06999969482422,14,0.9621544805414157,2.0
2024-01-18,21900.0,2024-02-08,CE,18350,475,178.65,21462.25,14.06999969482422,21,1.0203962771843587,3.0
2024-01-18,21050.0,2024-02-08,CE,0,0,571.7,21462.25,14.06999969482422,21,0.9807918554671574,3.0
2024-01-18,20650.0,2024-02-01,PE,9550,1313,28.9,21462.25,14.06999969482422,14,0.9621544805414157,2.0
2024-01-18,22250.0,2024-02-01,CE,38750,3505,46.0,21462.25,14.06999969482422,14,1.0367039802443825,2.0
2024-01-18,22250.0,2024-02-01,PE,3150,0,750.5,21462.25,14.06999969482422,14,1.0367039802443825,2.0
2024-01-18,22250.0,2024-02-15,CE,900,28,75.0,21462.25,14.06999969482422,28,1.0367039802443825,4.0
2024-01-18,21250.0,2024-02-01,PE,17150,2401,120.3,21462.25,14.06999969482422,14,0.9901105429300283,2.0
2024-01-18,21250.0,2024-02-15,PE,0,0,158.2,21462.25,14.06999969482422,28,0.9901105429300283,4.0
2024-01-18,21300.0,2024-02-08,CE,4250,247,495.65,21462.25,14.06999969482422,21,0.9924402147957461,3.0
2024-01-18,21750.0,2024-02-01,PE,23450,1625,332.8,21462.25,14.06999969482422,14,1.0134072615872054,2.0
2024-01-18,21650.0,2024-02-01,PE,22850,1506,278.25,21462.25,14.06999969482422,14,1.0087479178557701,2.0
2024-01-18,21650.0,2024-02-08,CE,6950,72,273.35,21462.25,14.06999969482422,21,1.0087479178557701,3.0
2024-01-18,21650.0,2024-02-15,PE,350,0,333.55,21462.25,14.06999969482422,28,1.0087479178557701,4.0
2024-01-19,20900.0,2024-01-25,CE,69350,628,780.6,21622.400390625,13.880000114440918,6,0.9665901852905185,1.0
2024-01-19,21000.0,2024-01-25,CE,811200,9951,684.8,21622.400390625,13.880000114440918,6,0.9712150187129612,1.0
2024-01-19,22650.0,2024-01-25,CE,1174250,142774,2.7,21622.400390625,13.880000114440918,6,1.0475247701832653,1.0
2024-01-19,22050.0,2024-02-08,PE,2400,0,461.9,21622.400390625,13.880000114440918,20,1.0197757696486094,3.0
2024-01-19,22050.0,2024-02-01,CE,57700,5548,100.75,21622.400390625,13.880000114440918,13,1.0197757696486094,2.0
2024-01-19,21650.0,2024-02-15,CE,1650,47,400.75,21622.400390625,13.880000114440918,27,1.0012764359588386,4.0
2024-01-19,21050.0,2024-02-01,PE,48050,5178,49.35,21622.400390625,13.880000114440918,13,0.9735274354241826,2.0
2024-01-19,21050.0,2024-02-01,CE,1250,45,723.2,21622.400390625,13.880000114440918,13,0.9735274354241826,2.0
2024-01-19,21600.0,2024-01-25,PE,5021700,2871152,112.4,21622.400390625,13.880000114440918,6,0.9989640192476172,1.0
2024-01-19,21450.0,2024-02-15,CE,1850,4,449.3,21622.400390625,13.880000114440918,27,0.9920267691139533,4.0
2024-01-19,22700.0,2024-02-15,PE,0,0,998.65,21622.400390625,13.880000114440918,27,1.0498371868944867,4.0
2024-01-19,22700.0,2024-02-01,PE,0,0,1027.75,21622.400390625,13.880000114440918,13,1.0498371868944867,2.0
2024-01-19,20950.0,2024-02-01,CE,2000,40,808.25,21622.400390625,13.880000114440918,13,0.9689026020017399,2.0
2024-01-19,20650.0,2024-02-01,PE,16450,1989,18.7,21622.400390625,13.880000114440918,13,0.9550281017344119,2.0
2024-01-19,21900.0,2024-02-08,CE,22500,1224,220.2,21622.400390625,13.880000114440918,20,1.0128385195149454,3.0
2024-01-19,22100.0,2024-02-08,CE,37150,922,143.05,21622.400390625,13.880000114440918,20,1.0220881863598306,3.0
2024-01-19,22100.0,2024-01-25,CE,3538200,630843,23.5,21622.400390625,13.880000114440918,6,1.0220881863598306,1.0
2024-01-19,22100.0,2024-02-08,PE,10450,112,478.65,21622.400390625,13.880000114440918,20,1.0220881863598306,3.0
2024-01-19,22450.0,2024-02-15,PE,0,0,781.3,21622.400390625,13.880000114440918,27,1.03827510333838,4.0
2024-01-19,22450.0,2024-02-08,PE,0,0,782.8,21622.400390625,13.880000114440918,20,1.03827510333838,3.0
2024-01-19,22450.0,2024-02-01,PE,100,4,748.9,21622.400390625,13.880000114440918,13,1.03827510333838,2.0
2024-01-19,20650.0,2024-02-01,CE,0,0,1025.4,21622.400390625,13.880000114440918,13,0.9550281017344119,2.0
2024-01-19,20550.0,2024-01-25,CE,8350,0,1095.25,21622.400390625,13.880000114440918,6,0.9504032683119692,1.0
2024-01-19,21600.0,2024-02-01,PE,313650,66327,178.75,21622.400390625,13.880000114440918,13,0.9989640192476172,2.0
2024-01-19,21600.0,2024-02-15,PE,4750,238,255.4,21622.400390625,13.880000114440918,27,0.9989640192476172,4.0
2024-01-19,22200.0,2024-02-15,PE,1650,2,584.2,21622.400390625,13.880000114440918,27,1.0267130197822734,4.0
2024-01-19,21900.0,2024-02-01,PE,41150,3116,325.05,21622.400390625,13.880000114440918,13,1.0128385195149454,2.0
2024-01-19,21900.0,2024-01-25,CE,3402750,871260,58.65,21622.400390625,13.880000114440918,6,1.0128385195149454,1.0
2024-01-19,20650.0,2024-01-25,PE,534200,89207,5.7,21622.400390625,13.880000114440918,6,0.9550281017344119,1.0
2024-01-19,21800.0,2024-01-25,PE,1888100,305121,215.85,21622.400390625,13.880000114440918,6,1.0082136860925026,1.0
2024-01-19,21550.0,2024-02-01,PE,35550,11445,159.5,21622.400390625,13.880000114440918,13,0.996651602536396,2.0
2024-01-19,21000.0,2024-02-08,PE,84700,4912,72.35,21622.400390625,13.880000114440918,20,0.9712150187129612,3.0
2024-01-19,22400.0,2024-02-01,PE,5150,0,742.25,21622.400390625,13.880000114440918,13,1.0359626866271587,2.0
2024-01-19,21100.0,2024-02-15,CE,0,0,702.85,21622.400390625,13.880000114440918,27,0.9758398521354039,4.0
2024-01-19,21100.0,2024-02-01,CE,11100,156,683.65,21622.400390625,13.880000114440918,13,0.9758398521354039,2.0
2024-01-19,21100.0,2024-01-25,CE,167150,3456,591.65,21622.400390625,13.880000114440918,6,0.9758398521354039,1.0
2024-01-19,21100.0,2024-02-08,PE,18550,592,87.15,21622.400390625,13.880000114440918,20,0.9758398521354039,3.0
2024-01-19,20800.0,2024-02-01,PE,114100,13457,26.85,21622.400390625,13.880000114440918,13,0.9619653518680759,2.0
2024-01-19,22500.0,2024-02-01,PE,11300,205,791.9,21622.400390625,13.880000114440918,13,1.0405875200496013,2.0
2024-01-19,20600.0,2024-02-08,CE,0,0,1107.15,21622.400390625,13.880000114440918,20,0.9527156850231906,3.0
2024-01-19,22500.0,2024-02-01,CE,376800,20838,26.45,21622.400390625,13.880000114440918,13,1.0405875200496013,2.0
2024-01-19,20550.0,2024-02-01,CE,800,16,1190.9,21622.400390625,13.880000114440918,13,0.9504032683119692,2.0
2024-01-19,20550.0,2024-02-01,PE,17700,1126,15.05,21622.400390625,13.880000114440918,13,0.9504032683119692,2.0
2024-01-19,20550.0,2024-02-15,CE,0,0,1189.0,21622.400390625,13.880000114440918,27,0.9504032683119692,4.0
2024-01-19,20550.0,2024-02-08,PE,3650,77,7.05,21622.400390625,13.880000114440918,20,0.9504032683119692,3.0
2024-01-19,21050.0,2024-02-15,PE,0,0,66.15,21622.400390625,13.880000114440918,27,0.9735274354241826,4.0
2024-01-19,21050.0,2024-02-08,PE,1000,0,46.35,21622.400390625,13.880000114440918,20,0.9735274354241826,3.0
2024-01-19,22200.0,2024-02-15,CE,3800,73,140.75,21622.400390625,13.880000114440918,27,1.0267130197822734,4.0
2024-01-19,22200.0,2024-01-25,PE,270300,2992,541.05,21622.400390625,13.880000114440918,6,1.0267130197822734,1.0
2024-01-19,21050.0,2024-01-25,PE,486500,228244,16.0,21622.400390625,13.880000114440918,6,0.9735274354241826,1.0
2024-01-19,21050.0,2024-01-25,CE,36600,390,633.9,21622.400390625,13.880000114440918,6,0.9735274354241826,1.0
2024-01-19,20600.0,2024-02-01,PE,93250,8544,16.6,21622.400390625,13.880000114440918,13,0.9527156850231906,2.0
2024-01-19,21350.0,2024-02-01,PE,48750,7776,100.45,21622.400390625,13.880000114440918,13,0.9874019356915106,2.0
2024-01-19,21500.0,2024-02-01,CE,387150,20541,371.0,21622.400390625,13.880000114440918,13,0.9943391858251747,2.0
2024-01-19,21500.0,2024-02-08,PE,136400,7070,184.9,21622.400390625,13.880000114440918,20,0.9943391858251747,3.0
2024-01-19,21500.0,2024-01-25,PE,6637700,2038821,77.15,21622.400390625,13.880000114440918,6,0.9943391858251747,1.0
2024-01-19,22100.0,2024-02-15,PE,1250,0,512.5,21622.400390625,13.880000114440918,27,1.0220881863598306,4.0
2024-01-19,22100.0,2024-02-01,PE,16900,496,457.15,21622.400390625,13.880000114440918,13,1.0220881863598306,2.0
2024-01-19,22100.0,2024-02-01,CE,279750,14546,87.2,21622.400390625,13.880000114440918,13,1.0220881863598306,2.0
2024-01-19,21500.0,2024-02-01,PE,627050,59795,141.85,21622.400390625,13.880000114440918,13,0.9943391858251747,2.0
2024-01-19,22250.0,2024-02-15,PE,0,0,621.7,21622.400390625,13.880000114440918,27,1.0290254364934948,4.0
2024-01-19,20600.0,2024-02-15,CE,0,0,1141.95,21622.400390625,13.880000114440918,27,0.9527156850231906,4.0
2024-01-19,22500.0,2024-02-15,PE,0,0,823.35,21622.400390625,13.880000114440918,27,1.0405875200496013,4.0
2024-01-19,22500.0,2024-01-25,PE,528050,5580,828.35,21622.400390625,13.880000114440918,6,1.0405875200496013,1.0
2024-01-19,21000.0,2024-02-01,PE,355050,37787,43.8,21622.400390625,13.880000114440918,13,0.9712150187129612,2.0
2024-01-19,21000.0,2024-02-15,CE,50,0,784.8,21622.400390625,13.880000114440918,27,0.9712150187129612,4.0
2024-01-19,21550.0,2024-02-15,PE,50,2,208.1,21622.400390625,13.880000114440918,27,0.996651602536396,4.0
2024-01-19,21550.0,2024-02-15,CE,1400,30,451.95,21622.400390625,13.880000114440918,27,0.996651602536396,4.0
2024-01-19,21550.0,2024-01-25,PE,1202900,1163439,93.65,21622.400390625,13.880000114440918,6,0.996651602536396,1.0
2024-01-19,20850.0,2024-02-08,CE,0,0,872.7,21622.400390625,13.880000114440918,20,0.9642777685792973,3.0
2024-01-19,21500.0,2024-01-25,CE,4334200,753962,250.65,21622.400390625,13.880000114440918,6,0.9943391858251747,1.0
2024-01-19,21500.0,2024-02-08,CE,44850,2539,439.75,21622.400390625,13.880000114440918,20,0.9943391858251747,3.0
2024-01-19,21200.0,2024-02-01,PE,172100,17981,70.8,21622.400390625,13.880000114440918,13,0.9804646855578466,2.0
2024-01-19,21200.0,2024-02-08,PE,16350,954,106.45,21622.400390625,13.880000114440918,20,0.9804646855578466,3.0
2024-01-19,21200.0,2024-02-08,CE,0,0,573.95,21622.400390625,13.880000114440918,20,0.9804646855578466,3.0
2024-01-19,21000.0,2024-02-15,PE,13150,885,93.4,21622.400390625,13.880000114440918,27,0.9712150187129612,4.0
2024-01-19,20650.0,2024-02-08,CE,0,0,1059.4,21622.400390625,13.880000114440918,20,0.9550281017344119,3.0
2024-01-19,20650.0,2024-02-15,PE,0,0,20.05,21622.400390625,13.880000114440918,27,0.9550281017344119,4.0
2024-01-19,22650.0,2024-02-15,CE,0,0,39.1,21622.400390625,13.880000114440918,27,1.0475247701832653,4.0
2024-01-19,22650.0,2024-02-08,CE,4900,157,37.05,21622.400390625,13.880000114440918,20,1.0475247701832653,3.0
2024-01-19,21350.0,2024-02-08,PE,4750,225,139.3,21622.400390625,13.880000114440918,20,0.9874019356915106,3.0
2024-01-19,21400.0,2024-01-25,CE,1357800,210054,328.45,21622.400390625,13.880000114440918,6,0.989714352402732,1.0
2024-01-19,22200.0,2024-02-08,CE,50150,993,113.95,21622.400390625,13.880000114440918,20,1.0267130197822734,3.0
2024-01-19,22200.0,2024-02-08,PE,9900,7,550.0,21622.400390625,13.880000114440918,20,1.0267130197822734,3.0
2024-01-19,21850.0,2024-02-01,CE,74150,8444,174.5,21622.400390625,13.880000114440918,13,1.010526102803724,2.0
2024-01-19,22200.0,2024-01-25,CE,4365700,621058,14.5,21622.400390625,13.880000114440918,6,1.0267130197822734,1.0
2024-01-19,20950.0,2024-02-15,PE,0,0,50.3,21622.400390625,13.880000114440918,27,0.9689026020017399,4.0
2024-01-19,22500.0,2024-02-08,PE,3450,0,827.1,21622.400390625,13.880000114440918,20,1.0405875200496013,3.0
2024-01-19,22150.0,2024-01-25,PE,79100,1758,498.8,21622.400390625,13.880000114440918,6,1.024400603071052,1.0
2024-01-19,22150.0,2024-02-15,CE,900,9,130.5,21622.400390625,13.880000114440918,27,1.024400603071052,4.0
2024-01-19,21350.0,2024-02-15,PE,0,0,137.2,21622.400390625,13.880000114440918,27,0.9874019356915106,4.0
2024-01-19,21350.0,2024-01-25,PE,1526500,496291,43.75,21622.400390625,13.880000114440918,6,0.9874019356915106,1.0
2024-01-19,21350.0,2024-01-25,CE,108250,16972,368.55,21622.400390625,13.880000114440918,6,0.9874019356915106,1.0
2024-01-19,20850.0,2024-02-01,CE,0,0,832.45,21622.400390625,13.880000114440918,13,0.9642777685792973,2.0
2024-01-19,20850.0,2024-01-25,CE,14050,168,828.3,21622.400390625,13.880000114440918,6,0.9642777685792973,1.0
2024-01-19,20600.0,2024-02-08,PE,9850,1846,33.45,21622.400390625,13.880000114440918,20,0.9527156850231906,3.0
2024-01-19,20900.0,2024-02-15,PE,0,0,43.6,21622.400390625,13.880000114440918,27,0.9665901852905185,4.0
2024-01-19,20850.0,2024-01-25,PE,526350,118027,9.1,21622.400390625,13.880000114440918,6,0.9642777685792973,1.0
2024-01-19,20850.0,2024-02-15,PE,0,0,37.65,21622.400390625,13.880000114440918,27,0.9642777685792973,4.0
2024-01-19,21600.0,2024-02-08,CE,57200,3310,376.4,21622.400390625,13.880000114440918,20,0.9989640192476172,3.0
2024-01-19,21600.0,2024-01-25,CE,5062650,2399565,185.25,21622.400390625,13.880000114440918,6,0.9989640192476172,1.0
2024-01-19,22650.0,2024-02-15,PE,0,0,953.9,21622.400390625,13.880000114440918,27,1.0475247701832653,4.0
2024-01-19,22650.0,2024-02-08,PE,0,0,963.8,21622.400390625,13.880000114440918,20,1.0475247701832653,3.0
2024-01-19,22650.0,2024-01-25,PE,8500,10,1002.7,21622.400390625,13.880000114440918,6,1.0475247701832653,1.0
2024-01-19,22550.0,2024-02-15,CE,0,0,50.9,21622.400390625,13.880000114440918,27,1.0428999367608227,4.0
2024-01-19,21650.0,2024-02-08,CE,14000,833,346.05,21622.400390625,13.880000114440918,20,1.0012764359588386,3.0
2024-01-19,21650.0,2024-02-15,PE,1550,99,292.45,21622.400390625,13.880000114440918,27,1.0012764359588386,4.0
2024-01-19,22000.0,2024-02-01,PE,166100,5306,386.45,21622.400390625,13.880000114440918,13,1.017463352937388,2.0
2024-01-19,22250.0,2024-02-08,CE,7750,177,98.45,21622.400390625,13.880000114440918,20,1.0290254364934948,3.0
2024-01-19,21250.0,2024-01-25,PE,507200,359319,30.6,21622.400390625,13.880000114440918,6,0.9827771022690679,1.0
2024-01-19,20850.0,2024-02-01,PE,54400,11962,30.35,21622.400390625,13.880000114440918,13,0.9642777685792973,2.0
2024-01-19,20800.0,2024-02-08,PE,5250,281,48.6,21622.400390625,13.880000114440918,20,0.9619653518680759,3.0
2024-01-19,21200.0,2024-02-01,CE,26750,759,595.2,21622.400390625,13.880000114440918,13,0.9804646855578466,2.0
2024-01-19,21200.0,2024-01-25,CE,326450,11999,499.9,21622.400390625,13.880000114440918,6,0.9804646855578466,1.0
2024-01-19,21200.0,2024-01-25,PE,2547700,659432,25.65,21622.400390625,13.880000114440918,6,0.9804646855578466,1.0
2024-01-19,21200.0,2024-02-15,CE,0,0,624.8,21622.400390625,13.880000114440918,27,0.9804646855578466,4.0
2024-01-19,21200.0,2024-02-15,PE,2000,164,129.35,21622.400390625,13.880000114440918,27,0.9804646855578466,4.0
2024-01-19,22250.0,2024-02-01,CE,74850,6751,55.5,21622.400390625,13.880000114440918,13,1.0290254364934948,2.0
2024-01-19,21650.0,2024-01-25,CE,2757250,1669646,157.95,21622.400390625,13.880000114440918,6,1.0012764359588386,1.0
2024-01-19,22000.0,2024-02-15,CE,17600,619,221.5,21622.400390625,13.880000114440918,27,1.017463352937388,4.0
2024-01-19,22050.0,2024-01-25,CE,2188450,436022,29.35,21622.400390625,13.880000114440918,6,1.0197757696486094,1.0
